Player,RND,KPR,APR,FKPR,KMAX
"cawn
SJSU",21,0.81,0.24,0.14,17
"tokameite
KPI.S",30,0.83,0.50,0.00,25
"Jlerst
GAL",75,0.75,0.33,0.11,24
"NicoMachine
AK",20,0.65,0.60,0.10,13
SillyShadow,24,0.67,0.50,0.04,16
"Asomy
BSCT",22,0.86,0.14,0.18,19
"LoyDreaM
GLAB",75,0.71,0.43,0.01,24
"SeliG
DK",68,0.78,0.12,0.12,22
"bones
YFP",21,0.95,0.05,0.00,20
"Ambi
VLNT",39,0.69,0.44,0.10,17
"BánhMj
RLF",47,0.74,0.34,0.06,21
"neptune
TWT",50,0.78,0.34,0.12,21
"Shiro
BME",19,0.84,0.21,0.05,16
"OXY
C9",44,0.89,0.25,0.16,21
"FREY
LZE",35,0.66,0.20,0.09,13
"dip
VZ",23,0.70,0.22,0.13,16
"paTiTek
TH",24,0.58,0.67,0.04,14
"ZesBeeW
END",22,0.73,0.14,0.09,16
"MaiShiu
FOC",43,0.65,0.40,0.07,16
"Matrixx
FKS",87,0.74,0.30,0.08,24
"sayuri
MIBR",70,0.50,0.57,0.04,16
"Bing Chilling
TAMU",21,0.62,0.38,0.14,13
"isaa
TL",30,0.70,0.23,0.13,21
"C0M
LEV",17,0.47,0.41,0.06,8
"sayoo
GRY",106,0.68,0.18,0.06,21
RSMM,20,0.80,0.20,0.25,16
"IKANA
GZL",56,0.77,0.30,0.09,16
"Aniemal
Wild",44,0.61,0.18,0.05,14
vvv,42,0.74,0.26,0.10,16
Arduino,22,0.95,0.36,0.05,21
"ataraxia
LEV.GC",23,0.74,0.22,0.13,17
"aNguiSt
CGN",64,0.70,0.20,0.02,21
"Emman
NAOS",56,0.64,0.41,0.00,16
"VYX
FCN",44,0.66,0.57,0.07,15
lovers rock,91,0.81,0.21,0.20,27
"req
MFC",26,0.81,0.19,0.23,21
"Tristiieee
VZ",19,0.68,0.47,0.05,13
"globeX
CHCH",91,0.66,0.40,0.10,24
"Raquinuki
FSX",24,0.83,0.13,0.04,20
fusion,24,0.75,0.13,0.08,18
"Elixllo
GK",80,0.74,0.39,0.05,19
"Hals
RC",34,0.59,0.41,0.09,20
"ip0TT
GAL",75,0.83,0.12,0.20,26
citrus,42,0.64,0.45,0.07,16
"Miku
FSX",24,0.75,0.46,0.25,18
"hype
APK",22,0.68,0.23,0.05,15
"anesilia
GMX.L",70,0.61,0.47,0.10,15
nex1SphiX,21,0.57,0.29,0.05,12
"trent
G2",22,0.73,0.82,0.09,16
"Ender
KZ",67,0.67,0.27,0.06,17
"NXBLE
TAMU",21,0.71,0.24,0.05,15
"johnqt
SEN",91,0.58,0.22,0.02,15
"Hoax
GRY",106,0.58,0.54,0.06,12
"Kwixy
ESC",47,0.74,0.30,0.13,21
"d4v41
PRX",90,0.66,0.32,0.11,21
"JA
NAOS",56,0.71,0.29,0.14,21
"Cem
GHR",22,0.77,0.09,0.27,17
"SwayZ
TOR",22,0.55,0.18,0.27,12
"valyn
G2",22,0.77,0.32,0.14,17
"Jady
ZER",36,0.69,0.53,0.06,25
"HILTON
T1A",23,0.78,0.43,0.04,18
"zaj
ASTA",39,0.62,0.49,0.10,13
"RizoN
UG",37,0.73,0.32,0.11,18
"JKronic
WVU",43,0.65,0.49,0.07,16
"xuss
MOUZ",45,0.76,0.18,0.27,19
"Dinxx
WVU",43,0.86,0.19,0.05,21
idkman,16,0.94,0.06,0.06,15
"Kishi
FCY",40,0.70,0.50,0.03,16
"ardiis
NAVI",42,0.67,0.55,0.12,15
"wedid
TTR",24,0.79,0.13,0.08,19
"Nanners
ZMM.B",45,0.62,0.38,0.15,16
"v1c
MxS",69,0.75,0.49,0.10,20
"AlexaIsHot
KS",42,0.71,0.31,0.07,16
"pollo
OLP",44,0.80,0.25,0.09,18
"tesseract
MLT",41,0.85,0.15,0.12,26
"Vam
TU.O",60,0.78,0.37,0.02,20
Benderr,26,0.85,0.27,0.08,22
"bipo
NOVO",24,0.88,0.17,0.08,21
"BeYN
DRX",42,0.69,0.48,0.07,18
