Player,RND,KPR,APR,FKPR,KMAX
"str1keR
TU",41,1.00,0.17,0.20,21
"foxz
FS",114,0.84,0.30,0.12,20
devy,20,0.95,0.15,0.20,19
"Kikirucha
Ex-D",100,0.73,0.65,0.17,19
"KILLDREAM
ELV",128,1.03,0.09,0.24,33
"J1zkeyy
LONE",40,0.95,0.10,0.25,21
"alfin
AVM",38,0.68,0.53,0.03,15
"westside
DIA",78,0.88,0.22,0.13,20
"Heni
Obli",23,0.83,0.39,0.09,19
"maple
Wild",94,1.02,0.19,0.26,27
ceno,23,1.09,0.35,0.22,25
dre,19,0.74,0.68,0.16,14
"Kamiyu
XIP",35,0.60,0.37,0.03,11
"robz
AMZ",112,0.83,0.28,0.05,23
"d0rf
FPT",41,0.98,0.41,0.10,27
Asher,15,0.67,0.53,0.13,10
"DraYstaR
AMB",59,0.69,0.51,0.03,16
"Juice
BZK",129,0.99,0.17,0.22,33
Nastyiwnl,55,0.82,0.20,0.05,19
"Morita
ZEN.GC",111,1.00,0.14,0.27,23
"socools0da
THA",78,0.85,0.40,0.12,24
ACE,134,0.87,0.55,0.14,22
"LizA
VLNT",59,1.08,0.12,0.15,31
"August
HOG",77,0.90,0.22,0.08,21
NO BYSTANDERS,17,1.06,0.41,0.24,18
"satella
Take",17,0.76,0.18,0.06,13
"terror
Hype",69,0.87,0.43,0.01,22
"Tayz
YDZ.I",55,0.73,0.40,0.07,14
"basya
VX3",120,0.70,0.32,0.13,17
Neu,24,0.96,0.25,0.04,23
"PTC
FS",114,0.70,0.57,0.08,21
"Daicute
3T",18,0.83,0.39,0.06,15
Sachi,65,1.02,0.06,0.20,27
"snuf
ANTC",22,0.82,0.32,0.14,18
"Happen
PMT",204,0.81,0.29,0.04,22
BELOV,38,0.71,0.37,0.11,14
yumiellz,20,0.80,0.55,0.10,16
ensena,19,0.95,0.26,0.37,18
"kumi
ZMM.B",185,1.01,0.11,0.23,34
"strahlen
NB",39,0.62,0.56,0.05,13
"Merununtius
Mete",79,0.68,0.77,0.04,25
"Matrixx
FKS",71,0.59,0.66,0.07,19
"SPMAK
DIV",80,0.74,0.35,0.08,20
Sadeem,90,0.80,0.40,0.09,22
"Shazeon
DIV",80,0.78,0.15,0.10,19
"Bells
Waff",78,0.79,0.44,0.10,23
Valinaaa,28,0.61,0.57,0.04,10
"parscofield
Mine",160,0.93,0.24,0.23,27
"STYRON
SGP",53,0.77,0.40,0.13,16
"SteMpy
NiL",24,0.88,0.54,0.08,21
"chase
OLP",85,0.92,0.28,0.09,23
"Nabber
TAMU",71,0.75,0.69,0.06,23
ValKalane,85,1.00,0.20,0.19,27
"Ririi1
NB",85,0.98,0.24,0.14,27
"SHINSEI
KZ",19,0.89,0.16,0.21,17
grtfelipe,24,1.13,0.04,0.08,27
"majusia
INC.GC",81,0.95,0.30,0.25,24
Boli,70,0.87,0.21,0.17,16
"sonder
FLY.R",256,0.72,0.79,0.09,23
"Tacolilla
FSN",48,0.90,0.31,0.13,27
"vicious
F9",40,0.78,0.38,0.08,16
bella,76,0.89,0.50,0.07,22
"Tsuya
LUC",26,0.81,0.62,0.08,21
"dopey
VZ",48,1.00,0.19,0.10,24
Muffin Man,63,0.71,0.14,0.02,15
"Korsonix
TOR",234,0.83,0.30,0.04,23
Brisk,109,0.83,0.47,0.09,22
"DxN
KZ",61,1.02,0.11,0.15,23
Sollo,24,1.00,0.17,0.08,24
jex,19,0.79,0.63,0.05,15
"9ondoss
KRS",40,0.83,0.20,0.03,19
RAVITRABBIT,22,0.73,0.64,0.18,16
"unstable
DSG",199,0.96,0.18,0.26,24
"habibti
meso",85,0.92,0.25,0.09,23
"geeza
Grif",315,0.85,0.15,0.11,24
"Haneul
RIG.L",19,0.79,0.32,0.37,15
Mango,79,0.92,0.19,0.20,21
"UNCAGED
hate",63,1.03,0.16,0.29,24
"madison
Irre",229,0.86,0.33,0.17,38
"Khalil
FUR",36,0.83,0.22,0.03,16
"coalZ
UC.Fem",103,0.88,0.13,0.06,22
"BNIPER
UCF.G",197,0.88,0.15,0.25,25
"dodonut
FLY.R",262,0.88,0.18,0.20,25
"YOME
DRX.C",60,0.87,0.27,0.15,18
"Kumi
Tams",23,1.00,0.09,0.17,23
"pa1ka
GMX",130,0.85,0.18,0.11,26
Sez,46,0.98,0.22,0.15,24
"ceeJay
Fish",132,0.77,0.31,0.06,18
"Br1ckzl
VIS",421,0.86,0.44,0.10,26
"yelf
AMT",19,1.00,0.32,0.26,19
"TommyGun
OK",40,0.70,0.40,0.15,17
"w0zzip
FF",82,0.73,0.49,0.07,20
"tayhuhu
LOUD.GC",13,0.31,0.38,0.00,4
Shotoo,130,0.92,0.46,0.09,28
"gabee
ODK",38,0.82,0.16,0.16,19
"Kyujinn
HTN",113,0.83,0.14,0.08,18
ALEKX,23,0.87,0.17,0.30,20
"PatMen
ZOL",104,0.81,0.56,0.11,22
"Anq
RGES",111,0.95,0.09,0.20,30
Albert1ks,24,0.92,0.33,0.00,22
"LIQUID
TU",41,0.63,0.85,0.02,14
"Stwz1
SPRT",138,0.74,0.65,0.08,17
Leen,59,0.93,0.07,0.24,26
"Ayumi
Look",19,0.63,0.74,0.11,12
"noze
Meat",81,0.85,0.11,0.10,21
karsten,18,0.78,0.17,0.00,14
