Player,RND,KPR,APR,FKPR,KMAX
"poof
dont",176,0.89,0.20,0.13,43
Kash,40,0.90,0.30,0.08,20
"socools0da
THA",48,0.75,0.23,0.02,26
"brawk
MxS",40,0.60,0.25,0.05,13
Dontmiss,21,1.00,0.10,0.19,21
Víz,18,0.83,0.22,0.00,15
"Lumo
SZ",57,0.84,0.16,0.14,18
Axuspes,50,0.92,0.20,0.26,25
Goob,22,0.73,0.41,0.18,16
"JitBoyS
TLN",91,0.81,0.35,0.07,29
"pedio
INFN",22,0.73,0.32,0.00,16
"Poetite
Surr",81,0.84,0.26,0.11,20
"Tempo
SNS",75,0.93,0.21,0.12,39
"YoZeii
Lyos",38,0.76,0.11,0.05,16
"Bgg
R8",65,0.72,0.32,0.08,17
"Evilkyk
GLRS",40,0.73,0.23,0.08,19
"Mephisto
6K",86,0.94,0.20,0.14,35
NeonAntarez,24,0.92,0.21,0.13,22
"Nana
GMX.L",53,0.79,0.21,0.06,19
"Car
INF",14,0.86,0.21,0.14,12
"Omni
Boom",35,0.97,0.17,0.20,23
"Tag
DSY",73,0.77,0.29,0.11,18
"Sunday
LFG",44,0.77,0.14,0.05,21
"Bob
SAD",135,0.79,0.34,0.07,19
"Yanagi
NCG",72,0.75,0.46,0.14,22
Sly,23,0.83,0.17,0.17,19
"Nami
NSR.I",43,0.79,0.21,0.16,18
"Dantedeu5
AK",40,0.98,0.05,0.23,23
"Kwixy
ESC",59,0.85,0.32,0.05,19
"Zyunri
SVRN",21,0.86,0.05,0.24,18
"frost
DG",68,0.69,0.35,0.03,18
Berserk,70,0.83,0.21,0.07,20
bino,24,0.71,0.33,0.00,17
"severiNe
RVNT",92,0.78,0.30,0.10,16
"depppx
SGZ",21,0.81,0.43,0.14,17
bsmooth,53,0.87,0.21,0.15,26
"Docent
KAST",111,0.77,0.24,0.10,26
"Notexxd
Six",73,0.81,0.49,0.10,25
"vaiZ
FSN",39,0.77,0.41,0.10,16
"Cactus
TLP",23,0.96,0.26,0.13,22
"Hals
RC",60,0.65,0.15,0.03,22
Lysoar,110,0.61,0.21,0.04,20
"wavy
Sols",37,0.95,0.08,0.22,22
"zeyzey
Tama",26,0.96,0.15,0.23,25
"Evil Bocchi
UNLP.GC",24,0.75,0.33,0.04,18
"tiffy
Psyc",22,0.86,0.09,0.05,19
"Ethan
NRG",83,0.71,0.36,0.06,19
"maripo
RIG.L",17,0.76,0.12,0.06,13
"waddle
DSY",73,0.63,0.30,0.05,13
"antG
LOUD.GC",68,0.75,0.32,0.07,15
"Huso
FH",151,0.87,0.23,0.13,29
"Faska
EQZ",46,0.80,0.13,0.11,19
"Syuz
BT",47,0.83,0.47,0.11,27
Tiezzi,26,0.92,0.19,0.27,24
"PinOcchiOs
SPE",46,0.83,0.30,0.04,25
sakura,21,0.52,0.57,0.05,11
