,,RND,KPR,APR,FKPR,KMAX
Miiizzy,ascent_stats,22,0.91,0.55,0.09,20
Miiizzy,sunset_stats,21,0.76,0.19,0.19,16
CarmenG7,ascent_stats,244,0.82,0.19,0.11,27
CarmenG7,bind_stats,18,0.28,0.11,0.00,5
CarmenG7,icebox_stats,237,0.74,0.19,0.09,32
CarmenG7,lotus_stats,140,0.70,0.22,0.06,22
CarmenG7,split_stats,70,0.86,0.27,0.14,23
evv,ascent_stats,180,0.81,0.49,0.08,27
evv,bind_stats,105,0.75,0.30,0.12,24
evv,breeze_stats,104,1.00,0.29,0.11,27
evv,icebox_stats,93,0.65,0.29,0.04,18
evv,lotus_stats,246,0.78,0.52,0.07,24
evv,split_stats,125,0.92,0.30,0.10,29
evv,sunset_stats,201,0.93,0.27,0.13,24
Jolt,ascent_stats,38,0.95,0.16,0.08,25
Jolt,breeze_stats,24,0.46,0.13,0.04,11
Jolt,lotus_stats,21,0.71,0.05,0.00,15
Jolt,sunset_stats,61,0.62,0.30,0.05,19
Fweshest,ascent_stats,80,0.74,0.36,0.14,22
Fweshest,breeze_stats,23,0.78,0.35,0.09,18
Fweshest,icebox_stats,110,0.81,0.34,0.12,22
Fweshest,lotus_stats,70,0.73,0.36,0.04,24
Fweshest,sunset_stats,35,0.74,0.09,0.09,16
moni,ascent_stats,24,0.79,0.71,0.08,19
moni,bind_stats,53,0.94,0.43,0.08,32
moni,lotus_stats,51,0.67,0.31,0.06,14
moni,sunset_stats,18,0.50,0.78,0.00,9
sarah,ascent_stats,179,0.73,0.57,0.06,19
sarah,bind_stats,93,0.69,0.34,0.10,24
sarah,icebox_stats,140,0.53,0.26,0.06,18
sarah,lotus_stats,105,0.60,0.35,0.03,13
sarah,split_stats,78,0.64,0.35,0.09,24
sarah,sunset_stats,139,0.58,0.29,0.06,17
bvlennltzfa,ascent_stats,20,0.85,0.40,0.05,17
bvlennltzfa,bind_stats,20,0.50,0.20,0.00,10
bvlennltzfa,icebox_stats,16,0.69,0.31,0.06,11
bvlennltzfa,split_stats,77,0.74,0.23,0.04,24
bvlennltzfa,sunset_stats,121,0.65,0.40,0.10,24
none,ascent_stats,22,0.86,0.09,0.18,19
none,bind_stats,65,0.92,0.28,0.23,23
none,breeze_stats,59,0.85,0.24,0.19,20
none,icebox_stats,50,1.24,0.20,0.32,32
none,lotus_stats,84,0.98,0.20,0.27,28
none,split_stats,19,1.21,0.16,0.26,23
none,sunset_stats,39,0.62,0.26,0.10,16
sterben,ascent_stats,52,0.85,0.54,0.02,19
sterben,bind_stats,24,0.88,0.33,0.13,21
sterben,breeze_stats,21,0.43,0.10,0.05,9
sterben,lotus_stats,83,0.70,0.36,0.11,16
sterben,split_stats,144,0.59,0.51,0.07,19
sterben,sunset_stats,131,0.67,0.56,0.07,20
F8,ascent_stats,41,0.73,0.41,0.02,20
F8,bind_stats,32,0.84,0.31,0.06,15
F8,lotus_stats,21,0.62,0.48,0.00,13
Lewa,ascent_stats,173,0.87,0.18,0.13,24
Lewa,bind_stats,33,0.91,0.15,0.09,15
Lewa,icebox_stats,23,0.87,0.30,0.09,20
Lewa,lotus_stats,37,0.57,0.27,0.11,15
Lewa,split_stats,23,0.78,0.22,0.13,18
moon,ascent_stats,87,0.67,0.28,0.08,16
moon,breeze_stats,26,0.65,0.12,0.04,17
moon,icebox_stats,63,0.49,0.16,0.06,19
moon,lotus_stats,127,0.80,0.13,0.09,25
moon,split_stats,44,0.48,0.36,0.07,12
moon,sunset_stats,133,0.69,0.23,0.03,21
something,ascent_stats,17,0.59,0.35,0.00,10
something,bind_stats,126,0.76,0.16,0.13,20
something,breeze_stats,23,0.78,0.26,0.17,18
something,icebox_stats,66,0.64,0.15,0.23,19
something,lotus_stats,18,0.94,0.22,0.33,17
something,split_stats,128,0.66,0.19,0.13,19
something,sunset_stats,139,0.82,0.33,0.12,22
PeterBarker,ascent_stats,24,0.92,0.42,0.08,22
PeterBarker,bind_stats,18,1.17,0.39,0.28,21
PeterBarker,icebox_stats,52,0.75,0.52,0.10,24
PeterBarker,lotus_stats,69,0.57,0.49,0.04,18
PeterBarker,split_stats,20,0.50,0.30,0.05,10
PeterBarker,sunset_stats,42,0.83,0.38,0.05,20
shiwowo,ascent_stats,24,1.08,0.13,0.33,26
shiwowo,lotus_stats,51,0.75,0.18,0.08,21
shiwowo,split_stats,17,0.47,0.29,0.06,8
shiwowo,sunset_stats,36,0.81,0.22,0.11,18
noumit,ascent_stats,241,0.77,0.23,0.10,24
noumit,bind_stats,85,0.71,0.32,0.12,24
noumit,breeze_stats,149,0.73,0.23,0.08,21
noumit,icebox_stats,204,0.62,0.13,0.06,19
noumit,lotus_stats,271,0.76,0.21,0.08,26
noumit,split_stats,194,0.70,0.37,0.09,17
noumit,sunset_stats,19,0.47,0.37,0.11,9
sabooboo,ascent_stats,122,0.74,0.43,0.04,19
sabooboo,bind_stats,144,0.88,0.28,0.16,20
sabooboo,breeze_stats,63,0.60,0.30,0.11,17
sabooboo,icebox_stats,32,0.56,0.28,0.03,11
sabooboo,lotus_stats,91,0.70,0.38,0.04,18
sabooboo,sunset_stats,56,0.77,0.32,0.07,16
Arki,ascent_stats,46,0.76,0.37,0.11,18
Arki,bind_stats,91,0.65,0.62,0.04,22
Arki,icebox_stats,34,0.76,0.15,0.03,19
Arki,lotus_stats,82,0.76,0.49,0.07,23
Arki,sunset_stats,32,0.94,0.34,0.16,22
richie,ascent_stats,66,0.88,0.12,0.11,23
richie,bind_stats,24,0.79,0.29,0.21,19
richie,breeze_stats,21,0.86,0.10,0.10,18
richie,icebox_stats,44,0.86,0.16,0.23,20
richie,lotus_stats,76,0.84,0.25,0.08,21
richie,split_stats,78,0.71,0.24,0.05,18
richie,sunset_stats,57,1.18,0.21,0.16,33
hunterr,ascent_stats,76,0.57,0.68,0.03,15
hunterr,bind_stats,148,0.59,0.25,0.08,17
hunterr,breeze_stats,16,0.38,0.31,0.06,6
hunterr,icebox_stats,20,0.35,0.10,0.05,7
hunterr,lotus_stats,61,0.44,0.30,0.05,14
hunterr,split_stats,44,0.66,0.20,0.11,17
Arcues,ascent_stats,21,0.95,0.10,0.10,20
Arcues,bind_stats,24,0.88,0.17,0.04,21
Arcues,lotus_stats,16,0.44,0.13,0.06,7
Arcues,split_stats,22,0.95,0.18,0.18,21
Arcues,sunset_stats,13,0.62,0.15,0.15,8
avery,ascent_stats,135,0.71,0.34,0.07,21
avery,bind_stats,65,0.62,0.54,0.05,14
avery,breeze_stats,71,0.70,0.41,0.08,17
avery,icebox_stats,50,0.52,0.38,0.00,15
avery,lotus_stats,214,0.69,0.38,0.05,21
avery,split_stats,85,0.62,0.33,0.04,16
avery,sunset_stats,163,0.66,0.50,0.04,21
Rags2Riches,ascent_stats,149,0.80,0.41,0.09,23
Rags2Riches,bind_stats,113,0.70,0.40,0.07,18
Rags2Riches,breeze_stats,101,0.72,0.32,0.05,18
Rags2Riches,lotus_stats,194,0.73,0.37,0.07,24
Rags2Riches,split_stats,141,0.62,0.33,0.07,20
Rags2Riches,sunset_stats,215,0.70,0.44,0.10,22
JSTN,ascent_stats,22,0.77,0.45,0.00,17
JSTN,icebox_stats,24,0.50,0.25,0.00,12
JSTN,lotus_stats,47,0.53,0.19,0.02,13
JSTN,split_stats,23,0.39,0.48,0.04,9
Bob,ascent_stats,207,0.74,0.27,0.09,24
Bob,bind_stats,17,0.76,0.35,0.06,13
Bob,breeze_stats,135,0.79,0.34,0.07,19
Bob,icebox_stats,97,0.80,0.21,0.05,23
Bob,lotus_stats,139,0.74,0.31,0.10,22
Bob,split_stats,142,0.85,0.40,0.07,26
Bob,sunset_stats,87,0.63,0.34,0.07,19
YoZeii,ascent_stats,39,0.77,0.18,0.10,19
YoZeii,bind_stats,43,1.07,0.19,0.05,26
YoZeii,breeze_stats,38,0.76,0.11,0.05,16
YoZeii,icebox_stats,47,0.98,0.21,0.13,29
YoZeii,lotus_stats,54,0.80,0.17,0.11,25
YoZeii,split_stats,63,0.68,0.27,0.08,19
YoZeii,sunset_stats,17,0.76,0.18,0.06,13
laddermoves,ascent_stats,72,0.82,0.21,0.07,18
laddermoves,bind_stats,40,0.60,0.20,0.10,14
laddermoves,breeze_stats,64,0.55,0.27,0.08,15
laddermoves,icebox_stats,55,0.71,0.18,0.04,16
laddermoves,lotus_stats,18,0.28,0.28,0.00,5
laddermoves,split_stats,40,0.63,0.25,0.10,14
Alessio,ascent_stats,64,0.88,0.14,0.13,21
Alessio,lotus_stats,41,0.61,0.10,0.07,14
Alessio,split_stats,24,0.92,0.08,0.04,22
Alessio,sunset_stats,18,0.44,0.06,0.00,8
FaNbF4,ascent_stats,101,0.88,0.33,0.14,22
FaNbF4,bind_stats,38,1.11,0.21,0.45,25
FaNbF4,breeze_stats,19,0.89,0.11,0.05,17
FaNbF4,icebox_stats,167,0.84,0.19,0.20,25
FaNbF4,lotus_stats,39,1.00,0.15,0.31,26
FaNbF4,split_stats,48,0.83,0.21,0.10,21
FaNbF4,sunset_stats,44,1.00,0.18,0.30,29
clara,ascent_stats,35,0.91,0.43,0.06,19
clara,bind_stats,39,0.59,0.36,0.03,14
clara,lotus_stats,79,0.68,0.20,0.11,22
clara,split_stats,32,0.56,0.16,0.03,14
clara,sunset_stats,16,1.06,0.31,0.00,17
Mythical,ascent_stats,171,0.91,0.23,0.19,31
Mythical,bind_stats,79,0.68,0.18,0.09,17
Mythical,icebox_stats,112,0.71,0.20,0.10,20
Mythical,lotus_stats,128,0.77,0.16,0.11,21
Mythical,split_stats,23,1.00,0.22,0.13,23
Mythical,sunset_stats,17,0.65,0.35,0.24,11
miniboss,ascent_stats,43,0.81,0.35,0.19,19
miniboss,bind_stats,95,0.73,0.52,0.07,19
miniboss,breeze_stats,40,0.95,0.48,0.13,21
miniboss,icebox_stats,52,0.38,0.25,0.06,9
miniboss,lotus_stats,195,0.66,0.49,0.08,23
miniboss,split_stats,98,0.37,0.37,0.01,10
miniboss,sunset_stats,47,0.45,0.53,0.02,11
ACHRF,ascent_stats,404,0.77,0.33,0.09,26
ACHRF,bind_stats,24,0.83,0.25,0.08,20
ACHRF,breeze_stats,41,0.68,0.15,0.15,17
ACHRF,icebox_stats,160,0.62,0.32,0.08,20
ACHRF,lotus_stats,319,0.70,0.40,0.06,26
ACHRF,split_stats,335,0.61,0.50,0.07,20
ACHRF,sunset_stats,387,0.72,0.48,0.06,25
oli,ascent_stats,84,0.94,0.11,0.11,24
oli,bind_stats,43,0.86,0.14,0.09,23
oli,icebox_stats,38,0.89,0.05,0.05,21
oli,lotus_stats,159,0.98,0.13,0.09,34
oli,sunset_stats,44,1.00,0.14,0.09,26
mixyce,ascent_stats,23,0.91,0.30,0.13,21
mixyce,bind_stats,24,0.42,0.46,0.17,10
mixyce,lotus_stats,43,0.58,0.51,0.09,14
sirius,ascent_stats,46,0.74,0.20,0.07,20
sirius,breeze_stats,23,1.04,0.30,0.13,24
sirius,icebox_stats,42,0.74,0.05,0.07,16
sirius,sunset_stats,35,0.63,0.09,0.14,16
Sparrow,ascent_stats,24,0.83,0.54,0.08,20
Sparrow,bind_stats,42,0.62,0.14,0.12,17
Sparrow,icebox_stats,60,0.90,0.12,0.08,21
Sparrow,lotus_stats,67,0.75,0.10,0.16,22
Sparrow,sunset_stats,40,0.43,0.35,0.08,10
mandjos1k,ascent_stats,54,0.81,0.26,0.11,24
mandjos1k,breeze_stats,26,0.69,0.23,0.15,18
mandjos1k,lotus_stats,19,0.84,0.16,0.21,16
mandjos1k,split_stats,56,0.68,0.32,0.05,14
RaiKeN,ascent_stats,26,0.73,0.54,0.04,19
RaiKeN,icebox_stats,33,0.58,0.27,0.06,10
RaiKeN,lotus_stats,31,0.58,0.16,0.06,11
RaiKeN,split_stats,33,0.64,0.18,0.09,14
PoomOneLove,ascent_stats,78,0.72,0.51,0.03,26
PoomOneLove,bind_stats,131,0.69,0.40,0.08,17
PoomOneLove,breeze_stats,48,0.69,0.46,0.06,23
PoomOneLove,icebox_stats,64,0.92,0.31,0.03,22
PoomOneLove,lotus_stats,79,0.67,0.23,0.08,15
PoomOneLove,split_stats,26,0.58,0.35,0.04,15
PoomOneLove,sunset_stats,57,0.61,0.16,0.05,15
JuJu,ascent_stats,92,0.72,0.54,0.04,16
JuJu,bind_stats,85,0.67,0.53,0.06,17
JuJu,lotus_stats,65,0.60,0.45,0.11,19
JuJu,split_stats,15,0.73,0.93,0.07,11
JuJu,sunset_stats,23,0.70,0.35,0.17,16
mikeE,ascent_stats,321,0.84,0.22,0.07,24
mikeE,bind_stats,124,0.83,0.34,0.13,22
mikeE,breeze_stats,123,0.58,0.26,0.05,19
mikeE,icebox_stats,271,0.85,0.18,0.08,30
mikeE,lotus_stats,79,0.77,0.23,0.08,21
mikeE,split_stats,186,0.86,0.13,0.08,30
mikeE,sunset_stats,329,0.84,0.26,0.09,24
K1LANI,ascent_stats,75,0.75,0.24,0.05,18
K1LANI,bind_stats,66,0.91,0.33,0.11,21
K1LANI,breeze_stats,26,0.62,0.15,0.12,16
K1LANI,icebox_stats,17,0.53,0.24,0.00,9
K1LANI,lotus_stats,138,0.75,0.54,0.07,22
K1LANI,split_stats,19,0.84,0.37,0.26,16
Cain,ascent_stats,86,0.78,0.49,0.17,18
Cain,bind_stats,147,0.68,0.39,0.03,23
Cain,breeze_stats,140,0.81,0.45,0.06,19
Cain,icebox_stats,189,0.90,0.28,0.10,30
Cain,lotus_stats,185,0.71,0.48,0.05,29
Cain,split_stats,225,0.79,0.40,0.07,29
Bara,ascent_stats,120,0.65,0.29,0.08,23
Bara,bind_stats,41,0.49,0.37,0.02,13
Bara,breeze_stats,36,0.44,0.19,0.06,9
Bara,icebox_stats,79,0.57,0.25,0.01,14
Bara,lotus_stats,55,0.62,0.31,0.07,22
Bara,split_stats,85,0.47,0.45,0.04,15
Bara,sunset_stats,18,0.56,0.28,0.06,10
Japips,ascent_stats,20,0.70,0.25,0.05,14
Japips,icebox_stats,88,0.93,0.20,0.07,23
Japips,lotus_stats,48,0.83,0.65,0.06,15
Japips,split_stats,35,0.60,0.20,0.06,11
Japips,sunset_stats,41,1.17,0.12,0.12,27
stonezy,ascent_stats,130,0.85,0.14,0.20,32
stonezy,bind_stats,22,0.86,0.18,0.18,19
stonezy,breeze_stats,41,0.95,0.15,0.22,24
stonezy,icebox_stats,161,0.86,0.17,0.16,25
stonezy,lotus_stats,34,0.41,0.15,0.06,9
stonezy,split_stats,21,0.71,0.10,0.14,15
ZIDIAN,ascent_stats,151,0.85,0.21,0.10,29
ZIDIAN,bind_stats,182,0.87,0.26,0.13,31
ZIDIAN,icebox_stats,146,0.83,0.40,0.03,25
ZIDIAN,lotus_stats,273,0.81,0.38,0.11,26
ZIDIAN,split_stats,74,0.50,0.19,0.19,16
Smoke,ascent_stats,80,0.68,0.19,0.13,19
Smoke,bind_stats,26,0.88,0.12,0.08,23
Smoke,icebox_stats,42,0.62,0.21,0.07,14
Smoke,lotus_stats,101,0.83,0.23,0.10,21
Smoke,split_stats,18,0.89,0.11,0.11,16
Smoke,sunset_stats,41,1.17,0.17,0.20,26
SUPERPHROG,ascent_stats,20,0.85,0.20,0.30,17
SUPERPHROG,icebox_stats,15,1.27,0.13,0.47,19
SUPERPHROG,lotus_stats,20,0.50,0.25,0.20,10
SUPERPHROG,sunset_stats,23,0.74,0.22,0.09,17
FmSxScopez,ascent_stats,22,0.82,0.73,0.14,18
FmSxScopez,bind_stats,36,0.64,0.14,0.14,15
FmSxScopez,lotus_stats,45,0.56,0.22,0.11,21
FmSxScopez,split_stats,38,0.68,0.16,0.03,17
GhostlyJinx,ascent_stats,51,0.98,0.08,0.22,29
GhostlyJinx,bind_stats,20,0.85,0.15,0.15,17
GhostlyJinx,breeze_stats,51,0.71,0.10,0.12,15
GhostlyJinx,lotus_stats,16,0.94,0.06,0.19,15
Toodles,ascent_stats,33,0.70,0.30,0.03,14
Toodles,bind_stats,28,0.86,0.39,0.00,24
Toodles,breeze_stats,40,0.48,0.23,0.05,10
Toodles,icebox_stats,45,0.67,0.09,0.09,19
Toodles,lotus_stats,16,0.81,0.25,0.00,13
Toodles,sunset_stats,48,0.56,0.29,0.02,14
Okeanos,ascent_stats,265,0.95,0.18,0.25,28
Okeanos,bind_stats,124,1.00,0.17,0.27,26
Okeanos,breeze_stats,45,0.73,0.16,0.20,17
Okeanos,icebox_stats,226,0.89,0.18,0.20,26
Okeanos,lotus_stats,41,0.76,0.22,0.17,16
Okeanos,split_stats,186,0.78,0.25,0.22,23
Okeanos,sunset_stats,310,0.94,0.22,0.25,27
vakk,ascent_stats,189,0.72,0.21,0.08,21
vakk,bind_stats,41,0.63,0.22,0.00,16
vakk,icebox_stats,61,0.67,0.11,0.07,19
vakk,lotus_stats,107,0.79,0.16,0.05,18
vakk,split_stats,213,0.75,0.19,0.08,25
vakk,sunset_stats,69,0.67,0.19,0.04,14
Ellie,ascent_stats,141,0.81,0.40,0.06,22
Ellie,bind_stats,13,0.62,0.00,0.00,8
Ellie,breeze_stats,48,0.71,0.29,0.04,21
Ellie,icebox_stats,53,1.02,0.42,0.11,24
Ellie,lotus_stats,165,0.56,0.49,0.05,20
Ellie,split_stats,90,0.86,0.23,0.11,19
Ellie,sunset_stats,23,0.91,0.30,0.00,21
SweeN,ascent_stats,20,0.75,0.40,0.05,15
SweeN,lotus_stats,40,0.60,0.38,0.03,17
SweeN,sunset_stats,24,0.58,0.04,0.00,14
Verno,ascent_stats,53,0.68,0.36,0.04,16
Verno,bind_stats,22,0.82,0.27,0.05,18
Verno,lotus_stats,45,0.76,0.16,0.09,18
Verno,split_stats,71,0.79,0.18,0.13,21
Verno,sunset_stats,59,0.85,0.51,0.00,18
Apollo,ascent_stats,47,0.60,0.40,0.09,20
Apollo,sunset_stats,40,0.65,0.13,0.05,19
Joey,ascent_stats,115,0.77,0.30,0.05,24
Joey,bind_stats,21,0.71,0.14,0.05,15
Joey,breeze_stats,26,0.35,0.31,0.12,9
Joey,icebox_stats,62,0.77,0.40,0.10,20
Joey,lotus_stats,53,0.58,0.38,0.02,11
Joey,split_stats,21,0.57,0.33,0.00,12
Joey,sunset_stats,94,0.39,0.32,0.03,16
MEDC,ascent_stats,87,0.76,0.63,0.08,19
MEDC,bind_stats,58,0.67,0.40,0.03,20
MEDC,icebox_stats,68,0.44,0.26,0.01,13
MEDC,lotus_stats,74,0.58,0.31,0.03,17
MEDC,split_stats,60,0.62,0.35,0.07,18
MEDC,sunset_stats,171,0.51,0.33,0.05,16
yoman,ascent_stats,66,0.83,0.17,0.06,20
yoman,bind_stats,57,0.88,0.25,0.16,20
yoman,breeze_stats,22,0.55,0.32,0.00,12
yoman,icebox_stats,31,0.45,0.39,0.03,8
yoman,lotus_stats,208,0.75,0.40,0.09,23
yoman,split_stats,136,0.74,0.32,0.13,23
yoman,sunset_stats,68,0.72,0.25,0.03,19
Fluff,ascent_stats,118,0.86,0.25,0.18,31
Fluff,bind_stats,34,0.68,0.41,0.15,13
Fluff,icebox_stats,24,0.79,0.08,0.17,19
Fluff,lotus_stats,40,1.00,0.25,0.25,24
Fluff,split_stats,41,0.76,0.20,0.17,18
Fluff,sunset_stats,45,0.80,0.38,0.27,21
MonOkson,ascent_stats,24,0.83,0.13,0.17,20
MonOkson,bind_stats,37,1.00,0.24,0.14,19
MonOkson,breeze_stats,91,0.66,0.26,0.03,22
MonOkson,icebox_stats,20,1.00,0.20,0.05,20
MonOkson,split_stats,24,0.54,0.21,0.00,13
MonOkson,sunset_stats,72,0.79,0.28,0.10,20
QueYa,ascent_stats,77,0.74,0.42,0.06,21
QueYa,bind_stats,90,0.60,0.46,0.07,21
QueYa,icebox_stats,40,0.63,0.20,0.05,18
QueYa,lotus_stats,58,0.28,0.36,0.03,6
QueYa,split_stats,43,0.67,0.23,0.05,16
QueYa,sunset_stats,17,0.59,0.29,0.12,10
CharWii,ascent_stats,24,0.75,0.42,0.04,18
CharWii,bind_stats,22,0.73,0.18,0.14,16
CharWii,sunset_stats,23,0.52,0.52,0.09,12
Xdll,ascent_stats,113,0.70,0.33,0.07,23
Xdll,bind_stats,54,0.76,0.26,0.15,27
Xdll,breeze_stats,88,0.70,0.22,0.10,25
Xdll,icebox_stats,105,0.68,0.36,0.10,18
Xdll,lotus_stats,71,0.86,0.30,0.14,23
Xdll,split_stats,90,0.89,0.38,0.14,24
Xdll,sunset_stats,117,0.82,0.23,0.09,21
Xross,ascent_stats,66,0.65,0.32,0.08,15
Xross,bind_stats,57,1.00,0.32,0.14,20
Xross,breeze_stats,22,0.77,0.32,0.14,17
Xross,icebox_stats,31,0.68,0.13,0.06,11
Xross,lotus_stats,208,0.74,0.20,0.10,28
Xross,split_stats,136,0.68,0.18,0.06,23
Xross,sunset_stats,68,0.69,0.22,0.12,19
franc,ascent_stats,61,0.74,0.69,0.05,17
franc,bind_stats,44,0.68,0.25,0.11,17
franc,icebox_stats,33,0.52,0.24,0.03,9
franc,lotus_stats,40,0.65,0.85,0.05,13
franc,sunset_stats,17,0.76,0.24,0.12,13
Yanni,ascent_stats,32,0.81,0.38,0.13,16
Yanni,bind_stats,106,0.70,0.26,0.17,17
Yanni,breeze_stats,68,0.69,0.19,0.09,22
Yanni,lotus_stats,83,0.70,0.36,0.13,20
Yanni,split_stats,51,0.76,0.61,0.06,19
Yanni,sunset_stats,110,0.76,0.19,0.19,22
Ethan,ascent_stats,87,0.85,0.52,0.07,27
Ethan,bind_stats,17,0.41,0.35,0.00,7
Ethan,breeze_stats,83,0.71,0.36,0.06,19
Ethan,lotus_stats,30,0.50,0.67,0.00,15
Ethan,split_stats,53,0.53,0.49,0.04,15
Ethan,sunset_stats,106,0.62,0.48,0.08,17
Mally,ascent_stats,24,0.67,0.71,0.08,16
Mally,breeze_stats,19,0.63,0.42,0.00,12
Mally,lotus_stats,39,0.92,0.64,0.05,18
Mally,split_stats,20,0.55,0.40,0.00,11
eerie,ascent_stats,32,0.81,0.16,0.09,18
eerie,lotus_stats,31,0.58,0.16,0.16,17
eerie,sunset_stats,56,0.57,0.09,0.13,20
kireJ,ascent_stats,40,0.85,0.43,0.28,22
kireJ,icebox_stats,51,0.84,0.18,0.14,31
kireJ,split_stats,24,0.96,0.29,0.08,23
Cantzer,ascent_stats,66,0.80,0.35,0.12,26
Cantzer,bind_stats,24,0.50,0.25,0.08,12
Cantzer,icebox_stats,16,0.75,0.06,0.06,12
Cantzer,lotus_stats,64,0.73,0.19,0.11,21
Cantzer,sunset_stats,21,1.00,0.14,0.05,21
Moh,ascent_stats,183,0.71,0.47,0.07,21
Moh,bind_stats,114,0.72,0.54,0.13,20
Moh,breeze_stats,136,0.72,0.13,0.08,22
Moh,icebox_stats,268,0.82,0.15,0.10,28
Moh,lotus_stats,262,0.85,0.11,0.15,30
Moh,split_stats,213,0.86,0.46,0.10,27
Moh,sunset_stats,246,0.87,0.37,0.15,25
iBrocky,ascent_stats,149,0.68,0.44,0.13,23
iBrocky,bind_stats,113,0.70,0.23,0.11,22
iBrocky,breeze_stats,101,0.79,0.29,0.04,18
iBrocky,lotus_stats,194,0.65,0.31,0.06,21
iBrocky,split_stats,141,0.56,0.18,0.04,18
iBrocky,sunset_stats,215,0.64,0.22,0.07,20
silverdvst,ascent_stats,32,1.13,0.03,0.19,28
silverdvst,bind_stats,26,0.77,0.27,0.19,20
silverdvst,breeze_stats,43,0.47,0.19,0.05,19
silverdvst,icebox_stats,18,0.28,0.33,0.06,5
silverdvst,lotus_stats,65,0.74,0.34,0.11,23
silverdvst,sunset_stats,13,0.46,0.08,0.08,6
Annie,ascent_stats,141,0.86,0.19,0.26,22
Annie,bind_stats,26,0.38,0.12,0.23,10
Annie,breeze_stats,86,0.78,0.16,0.21,26
Annie,icebox_stats,76,0.84,0.12,0.13,19
Annie,lotus_stats,85,0.73,0.15,0.20,18
Annie,split_stats,102,1.10,0.16,0.28,28
Annie,sunset_stats,43,1.02,0.16,0.23,31
Nanners,ascent_stats,253,0.80,0.20,0.12,33
Nanners,bind_stats,212,0.87,0.29,0.16,29
Nanners,breeze_stats,18,0.28,0.06,0.11,5
Nanners,icebox_stats,300,0.94,0.23,0.16,27
Nanners,lotus_stats,287,0.65,0.31,0.15,18
Nanners,split_stats,273,0.77,0.27,0.11,23
Nanners,sunset_stats,71,0.65,0.13,0.06,14
Zoe,ascent_stats,24,0.75,0.58,0.17,18
Zoe,bind_stats,30,0.83,0.20,0.10,25
Zoe,lotus_stats,53,0.83,0.28,0.09,18
Zoe,sunset_stats,18,1.06,0.33,0.06,19
doma,ascent_stats,46,0.76,0.46,0.07,22
doma,bind_stats,17,0.47,0.12,0.00,8
doma,icebox_stats,61,0.75,0.26,0.11,18
doma,lotus_stats,50,0.66,0.28,0.06,21
doma,split_stats,69,0.74,0.28,0.09,22
doma,sunset_stats,48,0.65,0.10,0.13,14
deNaro,ascent_stats,96,0.63,0.39,0.04,16
deNaro,bind_stats,54,0.56,0.43,0.11,15
deNaro,breeze_stats,131,0.71,0.37,0.05,21
deNaro,icebox_stats,84,0.56,0.25,0.07,17
deNaro,lotus_stats,84,0.56,0.18,0.06,15
deNaro,split_stats,21,0.38,0.48,0.00,8
deNaro,sunset_stats,186,0.55,0.36,0.06,17
RISE,ascent_stats,46,0.89,0.28,0.17,31
RISE,bind_stats,23,0.83,0.04,0.22,19
RISE,icebox_stats,46,0.61,0.07,0.02,16
RISE,sunset_stats,17,1.47,0.18,0.35,25
Kozok,ascent_stats,150,0.73,0.33,0.07,27
Kozok,bind_stats,18,0.50,0.33,0.06,9
Kozok,breeze_stats,108,0.68,0.42,0.12,16
Kozok,icebox_stats,189,0.69,0.32,0.06,21
Kozok,lotus_stats,92,0.73,0.41,0.10,21
Kozok,split_stats,106,0.58,0.46,0.05,18
Kozok,sunset_stats,95,0.65,0.27,0.07,18
sherb,ascent_stats,214,0.76,0.55,0.07,22
sherb,bind_stats,61,0.79,0.25,0.13,21
sherb,breeze_stats,15,0.53,0.13,0.00,8
sherb,icebox_stats,200,0.60,0.30,0.10,16
sherb,lotus_stats,118,0.69,0.48,0.08,20
sherb,split_stats,30,0.87,0.13,0.10,26
sherb,sunset_stats,85,0.67,0.44,0.07,22
GillianH,ascent_stats,19,0.79,0.32,0.16,15
GillianH,breeze_stats,22,0.68,0.18,0.05,15
GillianH,lotus_stats,48,0.77,0.40,0.08,21
GillianH,split_stats,37,0.97,0.46,0.03,21
Fall,ascent_stats,150,0.82,0.49,0.11,25
Fall,bind_stats,77,0.82,0.34,0.06,25
Fall,breeze_stats,21,1.33,0.29,0.14,28
Fall,icebox_stats,22,0.91,0.23,0.09,20
Fall,lotus_stats,98,0.80,0.33,0.09,23
Fall,sunset_stats,164,0.76,0.36,0.12,25
Muff1nkat,ascent_stats,34,0.65,0.29,0.03,11
Muff1nkat,bind_stats,88,0.76,0.30,0.07,27
Muff1nkat,icebox_stats,22,0.86,0.32,0.05,19
Muff1nkat,lotus_stats,34,0.44,0.24,0.09,8
meimei,ascent_stats,65,0.78,0.20,0.05,18
meimei,bind_stats,13,0.69,0.38,0.00,9
meimei,lotus_stats,64,0.53,0.45,0.11,13
meimei,split_stats,85,0.64,0.40,0.06,18
ViSioNKiLleR,ascent_stats,86,0.70,0.63,0.07,17
ViSioNKiLleR,lotus_stats,72,0.65,0.26,0.14,20
ViSioNKiLleR,split_stats,49,0.47,0.39,0.04,9
ViSioNKiLleR,sunset_stats,17,0.65,0.29,0.12,11
effys,ascent_stats,19,0.63,0.42,0.05,12
effys,bind_stats,15,1.33,0.07,0.20,20
crayon,ascent_stats,47,0.77,0.40,0.09,18
crayon,icebox_stats,39,0.69,0.28,0.08,16
crayon,lotus_stats,47,0.66,0.15,0.09,23
