,,RND,KPR,APR,FKPR,KMAX
Ché,bind_stats,35,0.43,0.37,0.06,9
Ché,breeze_stats,76,0.58,0.32,0.07,17
Ché,icebox_stats,43,0.56,0.35,0.07,13
Ché,lotus_stats,62,0.77,0.42,0.10,19
Ché,split_stats,44,0.80,0.34,0.09,19
Ché,sunset_stats,90,0.57,0.48,0.08,19
empty,ascent_stats,68,0.63,0.44,0.03,19
empty,bind_stats,69,0.64,0.20,0.13,27
empty,breeze_stats,20,0.85,0.10,0.10,17
empty,icebox_stats,87,0.57,0.36,0.11,19
empty,lotus_stats,45,0.78,0.31,0.07,19
empty,split_stats,40,0.70,0.15,0.18,19
empty,sunset_stats,23,0.61,0.39,0.13,14
mwzera,ascent_stats,36,0.78,0.17,0.19,15
mwzera,bind_stats,21,0.71,0.24,0.10,15
mwzera,breeze_stats,88,0.76,0.23,0.11,23
mwzera,icebox_stats,40,0.70,0.20,0.18,23
mwzera,lotus_stats,52,0.56,0.27,0.06,13
mwzera,split_stats,37,0.81,0.14,0.16,24
moose,ascent_stats,85,0.58,0.20,0.07,19
moose,bind_stats,124,0.85,0.20,0.12,25
moose,icebox_stats,117,0.83,0.20,0.07,22
moose,lotus_stats,82,0.68,0.22,0.06,18
moose,split_stats,36,0.58,0.33,0.11,13
moose,sunset_stats,110,0.57,0.22,0.08,21
STOP THE VOICES,ascent_stats,44,0.84,0.00,0.18,23
STOP THE VOICES,bind_stats,19,0.21,0.16,0.05,4
STOP THE VOICES,breeze_stats,22,1.32,0.18,0.27,29
STOP THE VOICES,icebox_stats,24,0.46,0.33,0.13,11
STOP THE VOICES,lotus_stats,29,0.48,0.21,0.07,9
tryst,ascent_stats,135,0.70,0.33,0.07,22
tryst,bind_stats,39,0.72,0.36,0.10,17
tryst,breeze_stats,45,1.00,0.16,0.09,23
tryst,icebox_stats,156,0.62,0.24,0.06,21
tryst,lotus_stats,169,0.73,0.46,0.05,22
tryst,split_stats,15,0.67,0.27,0.07,10
tryst,sunset_stats,78,0.44,0.41,0.06,16
Asta,ascent_stats,17,0.76,0.18,0.12,13
Asta,split_stats,28,0.75,0.11,0.25,21
Critical,ascent_stats,63,0.57,0.33,0.02,16
Critical,bind_stats,45,0.53,0.38,0.09,15
Critical,breeze_stats,21,0.57,0.33,0.05,12
Critical,icebox_stats,63,0.54,0.24,0.05,12
Critical,lotus_stats,111,0.78,0.48,0.12,20
Critical,split_stats,41,0.59,0.56,0.02,17
ancient,ascent_stats,38,0.66,0.37,0.05,16
ancient,bind_stats,108,0.77,0.23,0.11,20
ancient,breeze_stats,43,0.58,0.42,0.09,15
ancient,icebox_stats,148,0.72,0.33,0.06,24
ancient,lotus_stats,128,0.88,0.28,0.09,28
ancient,split_stats,20,0.85,0.70,0.05,17
ancient,sunset_stats,38,0.58,0.45,0.05,14
bioforst,ascent_stats,172,0.70,0.35,0.10,28
bioforst,bind_stats,110,0.67,0.20,0.09,18
bioforst,breeze_stats,44,0.80,0.30,0.11,19
bioforst,icebox_stats,39,0.72,0.05,0.08,16
bioforst,lotus_stats,145,0.68,0.30,0.10,26
bioforst,split_stats,215,0.64,0.20,0.12,21
bioforst,sunset_stats,65,0.68,0.28,0.11,18
asa,ascent_stats,31,0.77,0.16,0.13,19
asa,breeze_stats,15,0.33,0.07,0.00,5
asa,icebox_stats,40,0.48,0.48,0.08,12
asa,lotus_stats,16,0.38,0.25,0.13,6
asa,split_stats,21,0.67,0.33,0.05,14
Beaver,ascent_stats,21,0.48,0.43,0.10,10
Beaver,icebox_stats,59,0.73,0.39,0.05,16
Beaver,lotus_stats,39,0.54,0.46,0.05,11
Beaver,split_stats,26,0.42,0.50,0.08,11
Spolen,ascent_stats,108,0.50,0.34,0.05,14
Spolen,bind_stats,92,0.60,0.23,0.07,17
Spolen,breeze_stats,61,0.66,0.31,0.07,14
Spolen,icebox_stats,238,0.62,0.21,0.05,21
Spolen,lotus_stats,90,0.58,0.36,0.06,13
Spolen,split_stats,36,0.53,0.42,0.08,11
Spolen,sunset_stats,40,0.45,0.28,0.03,11
drn,ascent_stats,77,0.49,0.47,0.05,22
drn,bind_stats,43,0.63,0.44,0.02,20
drn,breeze_stats,16,0.63,0.81,0.00,10
drn,icebox_stats,83,0.70,0.35,0.10,18
drn,lotus_stats,129,0.52,0.30,0.06,15
drn,split_stats,30,0.33,0.30,0.00,6
Kash,ascent_stats,93,0.71,0.27,0.04,19
Kash,bind_stats,95,0.49,0.32,0.06,14
Kash,breeze_stats,40,0.90,0.30,0.08,20
Kash,icebox_stats,17,1.12,0.29,0.12,19
Kash,lotus_stats,97,0.55,0.38,0.12,15
RKNY,ascent_stats,33,0.70,0.30,0.18,14
RKNY,bind_stats,21,0.95,0.24,0.14,20
RKNY,icebox_stats,46,0.67,0.22,0.04,22
RKNY,split_stats,14,0.64,0.07,0.07,9
RKNY,sunset_stats,40,0.88,0.25,0.08,22
Hasaa,ascent_stats,28,0.68,0.07,0.04,19
Hasaa,sunset_stats,21,0.24,0.33,0.00,5
ritsu,ascent_stats,37,0.59,0.05,0.08,12
ritsu,bind_stats,17,0.76,0.29,0.00,13
ritsu,breeze_stats,30,0.67,0.23,0.00,20
ritsu,icebox_stats,39,0.77,0.13,0.05,20
ritsu,lotus_stats,84,0.68,0.08,0.06,16
ritsu,split_stats,70,0.90,0.23,0.09,19
ritsu,sunset_stats,55,0.56,0.33,0.05,13
Vea,ascent_stats,23,0.65,0.26,0.13,15
Vea,bind_stats,13,0.54,0.23,0.00,7
Vea,lotus_stats,19,0.84,0.16,0.05,16
Vea,sunset_stats,21,0.76,0.24,0.14,16
zekkenfan,ascent_stats,16,0.94,0.19,0.25,15
zekkenfan,bind_stats,22,0.77,0.36,0.09,17
zekkenfan,breeze_stats,41,0.73,0.20,0.17,18
zekkenfan,icebox_stats,70,0.71,0.09,0.11,20
zekkenfan,lotus_stats,50,0.56,0.12,0.14,18
zekkenfan,split_stats,14,0.21,0.07,0.00,3
zekkenfan,sunset_stats,34,0.62,0.18,0.15,11
Evilkyk,ascent_stats,67,0.49,0.31,0.06,15
Evilkyk,bind_stats,69,0.74,0.43,0.07,20
Evilkyk,breeze_stats,40,0.73,0.23,0.08,19
Evilkyk,icebox_stats,108,0.68,0.28,0.06,25
Evilkyk,lotus_stats,100,0.57,0.49,0.03,16
Evilkyk,split_stats,45,0.42,0.38,0.07,10
azula,ascent_stats,65,0.63,0.25,0.05,23
azula,bind_stats,46,0.43,0.33,0.07,13
azula,icebox_stats,40,0.60,0.33,0.08,19
azula,lotus_stats,65,0.71,0.26,0.06,21
azula,split_stats,72,0.51,0.22,0.06,15
gepard,ascent_stats,24,0.67,0.33,0.04,16
gepard,bind_stats,42,0.55,0.10,0.21,12
gepard,icebox_stats,60,0.73,0.23,0.13,18
gepard,lotus_stats,67,0.97,0.33,0.19,23
gepard,sunset_stats,40,0.95,0.23,0.13,20
Vam,ascent_stats,105,0.62,0.38,0.08,19
Vam,bind_stats,116,0.79,0.41,0.09,20
Vam,icebox_stats,170,0.60,0.21,0.11,22
Vam,lotus_stats,198,0.61,0.42,0.02,24
Vam,split_stats,35,0.34,0.23,0.03,7
Vam,sunset_stats,130,0.65,0.26,0.06,22
vlt,ascent_stats,311,0.75,0.15,0.17,29
vlt,bind_stats,96,0.71,0.14,0.06,23
vlt,breeze_stats,124,0.75,0.10,0.15,21
vlt,icebox_stats,438,0.72,0.32,0.12,27
vlt,lotus_stats,332,0.84,0.15,0.17,23
vlt,split_stats,97,0.67,0.14,0.04,18
vlt,sunset_stats,212,0.84,0.14,0.09,25
vita,ascent_stats,18,0.67,0.22,0.11,12
iNaz,ascent_stats,127,0.69,0.15,0.08,18
iNaz,bind_stats,62,0.55,0.23,0.10,20
iNaz,icebox_stats,58,0.66,0.19,0.16,17
iNaz,lotus_stats,206,0.77,0.13,0.20,23
iNaz,split_stats,19,0.68,0.53,0.11,13
iNaz,sunset_stats,163,0.64,0.23,0.04,18
Lily,ascent_stats,20,0.40,0.90,0.00,8
Lily,bind_stats,32,0.97,0.44,0.03,31
Lily,icebox_stats,34,0.85,0.21,0.06,20
Lily,lotus_stats,40,0.50,0.43,0.10,12
Lily,sunset_stats,72,0.71,0.40,0.08,21
Flamezen,ascent_stats,43,0.56,0.65,0.05,16
Flamezen,bind_stats,66,0.50,0.23,0.11,17
Flamezen,breeze_stats,21,0.67,0.14,0.00,14
Flamezen,icebox_stats,26,0.73,0.19,0.08,19
Flamezen,lotus_stats,20,0.45,0.45,0.10,9
Flamezen,split_stats,16,0.88,0.31,0.13,14
Neoz,ascent_stats,15,1.13,0.13,0.07,17
Neoz,bind_stats,21,0.43,0.29,0.05,9
Neoz,lotus_stats,21,0.76,0.14,0.05,16
Neoz,sunset_stats,18,0.94,0.22,0.11,17
KIMB0,ascent_stats,78,0.62,0.21,0.08,21
KIMB0,bind_stats,90,0.69,0.22,0.09,22
KIMB0,icebox_stats,46,0.50,0.17,0.09,13
KIMB0,split_stats,24,0.79,0.21,0.04,19
KIMB0,sunset_stats,39,0.49,0.15,0.10,14
Kolosha,ascent_stats,67,0.64,0.28,0.04,15
Kolosha,breeze_stats,49,1.04,0.29,0.10,30
Kolosha,icebox_stats,42,0.95,0.26,0.10,20
Kolosha,split_stats,82,0.73,0.50,0.09,20
Kolosha,sunset_stats,72,0.72,0.24,0.08,26
indra,ascent_stats,73,0.52,0.67,0.10,15
indra,bind_stats,61,0.52,0.36,0.03,13
indra,icebox_stats,22,0.59,0.36,0.09,13
indra,lotus_stats,50,0.64,0.54,0.16,16
indra,split_stats,143,0.75,0.31,0.10,20
indra,sunset_stats,39,0.54,0.44,0.00,12
Nani,ascent_stats,63,0.62,0.44,0.05,16
Nani,bind_stats,22,0.86,0.23,0.05,19
Nani,icebox_stats,35,0.66,0.14,0.06,13
Nani,lotus_stats,17,0.59,0.29,0.00,10
Nani,split_stats,73,0.70,0.32,0.07,23
LisaLisa,ascent_stats,113,0.61,0.31,0.07,16
LisaLisa,bind_stats,26,0.77,0.46,0.12,20
LisaLisa,breeze_stats,16,0.63,0.38,0.13,10
LisaLisa,icebox_stats,61,0.74,0.20,0.13,20
LisaLisa,lotus_stats,19,0.47,0.47,0.00,9
LisaLisa,split_stats,108,0.75,0.29,0.10,27
LisaLisa,sunset_stats,15,1.00,0.33,0.13,15
KDS,ascent_stats,36,0.67,0.11,0.11,16
KDS,lotus_stats,43,0.51,0.14,0.16,15
KDS,split_stats,20,0.50,0.25,0.05,10
KDS,sunset_stats,35,0.60,0.26,0.31,18
xitsu,ascent_stats,75,0.71,0.19,0.16,22
xitsu,bind_stats,45,0.82,0.31,0.04,19
xitsu,breeze_stats,20,0.75,0.05,0.10,15
xitsu,icebox_stats,22,1.27,0.18,0.23,28
xitsu,lotus_stats,72,0.74,0.28,0.11,21
Ayaèrna,ascent_stats,20,0.60,0.50,0.00,12
Ayaèrna,bind_stats,19,0.58,0.21,0.05,11
Ayaèrna,breeze_stats,108,0.45,0.29,0.03,15
Ayaèrna,lotus_stats,56,0.64,0.61,0.04,17
Ayaèrna,sunset_stats,19,0.47,0.47,0.00,9
Akita,ascent_stats,20,0.75,0.15,0.20,15
Akita,bind_stats,19,0.89,0.21,0.16,17
Akita,breeze_stats,108,1.15,0.27,0.18,30
Akita,lotus_stats,56,0.96,0.23,0.16,20
Akita,sunset_stats,19,0.79,0.42,0.21,15
JpL,ascent_stats,75,0.57,0.47,0.12,12
JpL,bind_stats,35,0.63,0.43,0.11,12
JpL,breeze_stats,55,0.62,0.25,0.05,12
JpL,icebox_stats,66,0.56,0.24,0.05,19
JpL,lotus_stats,59,0.73,0.54,0.14,18
MochiMei,ascent_stats,39,0.59,0.62,0.08,15
MochiMei,lotus_stats,24,0.88,0.29,0.04,21
MochiMei,sunset_stats,42,0.55,0.60,0.07,12
jas,ascent_stats,112,0.74,0.10,0.21,24
jas,bind_stats,45,0.93,0.24,0.29,17
jas,icebox_stats,107,0.85,0.20,0.15,28
jas,lotus_stats,103,0.90,0.17,0.18,24
jas,split_stats,84,0.81,0.15,0.29,27
Pigruto,ascent_stats,42,0.50,0.17,0.02,11
Pigruto,breeze_stats,30,0.43,0.17,0.03,13
Pigruto,icebox_stats,85,0.59,0.12,0.02,23
Pigruto,lotus_stats,122,0.44,0.24,0.07,13
Pigruto,sunset_stats,35,0.51,0.31,0.14,12
Kestrel,ascent_stats,113,0.81,0.12,0.14,22
Kestrel,bind_stats,96,0.65,0.21,0.08,21
Kestrel,breeze_stats,22,0.77,0.18,0.14,17
Kestrel,icebox_stats,18,0.83,0.17,0.22,15
Kestrel,lotus_stats,20,0.65,0.20,0.00,13
Kestrel,split_stats,17,0.59,0.00,0.00,10
Kestrel,sunset_stats,68,0.90,0.24,0.03,26
Simulate,ascent_stats,39,0.79,0.08,0.18,21
Simulate,breeze_stats,20,0.95,0.05,0.20,19
Simulate,icebox_stats,41,0.93,0.07,0.27,20
Simulate,lotus_stats,57,0.65,0.09,0.05,21
Simulate,split_stats,112,0.74,0.16,0.17,23
Simulate,sunset_stats,61,0.80,0.16,0.07,21
WiLD,ascent_stats,38,0.63,0.66,0.11,14
WiLD,icebox_stats,15,0.40,0.47,0.00,6
WiLD,split_stats,23,0.91,0.22,0.00,21
WiLD,sunset_stats,41,0.56,0.46,0.02,14
panchill,ascent_stats,18,0.78,0.11,0.06,14
panchill,bind_stats,78,0.59,0.37,0.06,16
panchill,breeze_stats,48,0.42,0.13,0.10,10
panchill,icebox_stats,15,0.60,0.20,0.00,9
panchill,lotus_stats,16,0.50,0.25,0.13,8
panchill,split_stats,52,0.83,0.37,0.08,22
panchill,sunset_stats,76,0.83,0.37,0.07,18
Yared,ascent_stats,20,0.65,0.15,0.10,13
Yared,breeze_stats,22,0.64,0.05,0.14,14
Yared,icebox_stats,14,0.07,0.21,0.00,1
Yared,lotus_stats,14,0.71,0.07,0.14,10
teekayys,ascent_stats,24,0.63,0.21,0.17,15
teekayys,bind_stats,105,0.58,0.27,0.10,18
teekayys,lotus_stats,85,0.62,0.12,0.11,16
teekayys,split_stats,43,0.91,0.23,0.16,23
teekayys,sunset_stats,19,0.42,0.05,0.16,8
NDG,ascent_stats,57,0.60,0.23,0.04,17
NDG,breeze_stats,152,0.55,0.26,0.06,15
NDG,icebox_stats,111,0.76,0.10,0.07,23
NDG,lotus_stats,123,0.64,0.20,0.11,19
NDG,split_stats,19,0.74,0.16,0.00,14
NDG,sunset_stats,101,0.75,0.35,0.10,22
apple,ascent_stats,82,0.66,0.29,0.13,16
apple,bind_stats,48,0.94,0.38,0.10,25
apple,breeze_stats,33,0.91,0.21,0.06,20
apple,icebox_stats,61,0.48,0.10,0.03,14
apple,lotus_stats,252,0.71,0.31,0.06,22
apple,split_stats,52,0.56,0.23,0.04,11
apple,sunset_stats,96,0.76,0.33,0.09,20
SaintPJ,ascent_stats,26,0.73,0.38,0.00,19
SaintPJ,bind_stats,19,0.84,0.26,0.05,16
BlissfulDeer,ascent_stats,97,0.67,0.37,0.07,34
BlissfulDeer,bind_stats,150,0.79,0.59,0.10,20
BlissfulDeer,breeze_stats,38,0.61,0.24,0.08,15
BlissfulDeer,icebox_stats,117,0.78,0.15,0.08,24
BlissfulDeer,lotus_stats,109,0.73,0.36,0.05,23
BlissfulDeer,sunset_stats,66,0.55,0.36,0.05,13
Akira,ascent_stats,64,0.67,0.41,0.06,19
Akira,bind_stats,24,0.83,0.25,0.13,20
Akira,icebox_stats,65,0.74,0.11,0.08,25
Akira,lotus_stats,107,0.93,0.37,0.07,32
Akira,sunset_stats,72,0.99,0.31,0.08,23
brb,ascent_stats,15,0.67,0.53,0.20,10
brb,bind_stats,79,0.58,0.56,0.05,15
brb,breeze_stats,20,0.70,0.25,0.00,14
brb,lotus_stats,35,0.40,0.71,0.03,11
brb,split_stats,58,0.71,0.69,0.09,17
brb,sunset_stats,41,0.59,0.27,0.05,12
Faceroll,ascent_stats,279,0.61,0.38,0.09,20
Faceroll,bind_stats,93,0.68,0.34,0.04,21
Faceroll,breeze_stats,39,0.90,0.21,0.08,19
Faceroll,icebox_stats,77,0.49,0.21,0.13,14
Faceroll,lotus_stats,245,0.56,0.36,0.08,20
Faceroll,split_stats,116,0.55,0.28,0.07,18
Faceroll,sunset_stats,174,0.51,0.32,0.09,16
Faska,ascent_stats,88,0.58,0.41,0.05,20
Faska,bind_stats,43,0.56,0.30,0.12,18
Faska,breeze_stats,46,0.80,0.13,0.11,19
Faska,icebox_stats,157,0.66,0.26,0.08,23
Faska,lotus_stats,104,0.84,0.35,0.15,20
Faska,split_stats,21,0.86,0.24,0.19,18
Rayano,ascent_stats,67,0.57,0.61,0.03,16
Rayano,bind_stats,108,0.48,0.40,0.05,14
Rayano,icebox_stats,22,0.68,0.14,0.09,15
Rayano,lotus_stats,139,0.63,0.40,0.09,22
Rayano,split_stats,17,0.82,0.82,0.06,14
Rayano,sunset_stats,19,0.79,0.21,0.05,15
CHIMEI,ascent_stats,136,0.53,0.40,0.04,15
CHIMEI,bind_stats,92,0.61,0.33,0.08,16
CHIMEI,breeze_stats,23,0.57,0.61,0.04,13
CHIMEI,lotus_stats,153,0.60,0.38,0.03,18
CHIMEI,split_stats,20,0.45,0.25,0.00,9
CHIMEI,sunset_stats,78,0.50,0.41,0.06,13
andra,ascent_stats,22,0.64,0.14,0.00,14
andra,bind_stats,18,0.94,0.28,0.17,17
andra,icebox_stats,39,0.62,0.10,0.03,18
andra,lotus_stats,48,1.23,0.15,0.15,31
andra,split_stats,50,0.80,0.16,0.14,24
andra,sunset_stats,17,0.59,0.00,0.12,10
Sammo,ascent_stats,94,0.65,0.10,0.05,17
Sammo,breeze_stats,18,0.56,0.28,0.06,10
Sammo,icebox_stats,80,0.71,0.13,0.05,18
Sammo,lotus_stats,149,0.72,0.21,0.05,24
Sammo,split_stats,105,0.55,0.25,0.08,16
Sammo,sunset_stats,117,0.67,0.11,0.07,26
Lock1ng,ascent_stats,81,0.69,0.32,0.07,18
Lock1ng,bind_stats,45,0.64,0.29,0.11,21
Lock1ng,icebox_stats,34,0.71,0.09,0.09,12
Lock1ng,lotus_stats,39,0.59,0.10,0.13,14
Lock1ng,split_stats,46,0.85,0.22,0.09,23
Lock1ng,sunset_stats,14,0.36,0.07,0.00,5
zenox,ascent_stats,169,0.77,0.17,0.18,21
zenox,bind_stats,126,0.76,0.21,0.19,24
zenox,icebox_stats,81,0.67,0.07,0.11,20
zenox,lotus_stats,163,0.97,0.21,0.18,34
zenox,split_stats,42,0.69,0.21,0.10,17
zenox,sunset_stats,96,0.99,0.22,0.21,28
oitaN,ascent_stats,81,0.53,0.56,0.04,15
oitaN,bind_stats,19,0.79,0.42,0.16,15
oitaN,icebox_stats,56,0.63,0.46,0.05,12
oitaN,lotus_stats,17,0.41,0.29,0.12,7
oitaN,split_stats,41,0.68,0.24,0.02,17
oitaN,sunset_stats,75,0.41,0.37,0.01,11
purp0,ascent_stats,48,0.67,0.06,0.06,16
purp0,bind_stats,18,0.72,0.28,0.17,13
purp0,breeze_stats,55,0.65,0.05,0.09,16
purp0,icebox_stats,36,0.86,0.06,0.11,21
purp0,lotus_stats,60,0.75,0.20,0.13,26
purp0,split_stats,89,0.97,0.26,0.20,31
purp0,sunset_stats,58,0.79,0.34,0.19,19
danKey,ascent_stats,189,0.63,0.41,0.08,23
danKey,bind_stats,126,0.73,0.18,0.11,22
danKey,breeze_stats,30,0.80,0.20,0.10,24
danKey,icebox_stats,149,0.79,0.18,0.14,21
danKey,lotus_stats,89,0.73,0.12,0.12,20
danKey,split_stats,46,0.59,0.15,0.11,19
danKey,sunset_stats,46,0.65,0.15,0.11,18
Lanoo,ascent_stats,76,0.66,0.26,0.05,19
Lanoo,icebox_stats,90,0.64,0.29,0.07,19
Lanoo,lotus_stats,35,0.57,0.51,0.09,14
Lanoo,split_stats,37,0.78,0.24,0.22,16
Lanoo,sunset_stats,36,0.47,0.22,0.00,12
Treelover,ascent_stats,53,0.53,0.47,0.02,12
Treelover,bind_stats,21,0.52,0.33,0.05,11
Treelover,breeze_stats,33,0.42,0.15,0.03,11
Treelover,icebox_stats,62,0.47,0.13,0.06,19
Treelover,lotus_stats,113,0.58,0.31,0.12,17
Treelover,split_stats,101,0.61,0.36,0.11,16
Treelover,sunset_stats,92,0.71,0.36,0.08,19
Kali,ascent_stats,18,0.50,0.44,0.17,9
Kali,bind_stats,24,1.00,0.38,0.21,24
Kali,icebox_stats,15,0.20,0.07,0.00,3
Kali,lotus_stats,21,0.67,0.29,0.10,14
Kali,split_stats,23,0.78,0.13,0.04,18
shelbyN,ascent_stats,112,0.56,0.31,0.04,18
shelbyN,bind_stats,43,0.95,0.21,0.05,23
shelbyN,breeze_stats,113,0.54,0.25,0.05,16
shelbyN,icebox_stats,82,0.84,0.20,0.05,26
shelbyN,lotus_stats,198,0.65,0.22,0.10,19
shelbyN,split_stats,70,0.69,0.21,0.10,16
shelbyN,sunset_stats,106,0.68,0.12,0.08,17
YEJI,ascent_stats,44,0.39,0.61,0.07,13
YEJI,bind_stats,16,1.06,0.25,0.00,17
YEJI,lotus_stats,65,0.58,0.62,0.08,16
YEJI,split_stats,43,0.53,0.28,0.05,12
YEJI,sunset_stats,16,0.38,0.19,0.13,6
Jango,ascent_stats,19,0.74,0.05,0.00,14
Jango,bind_stats,18,0.78,0.00,0.17,14
Jango,icebox_stats,16,0.44,0.13,0.00,7
Jango,lotus_stats,46,0.65,0.13,0.11,18
Jango,split_stats,40,0.68,0.13,0.15,16
seph1roth,ascent_stats,72,0.67,0.19,0.11,18
seph1roth,bind_stats,64,0.83,0.16,0.09,27
seph1roth,breeze_stats,75,0.65,0.24,0.05,20
seph1roth,icebox_stats,109,0.71,0.25,0.10,22
seph1roth,lotus_stats,109,0.61,0.27,0.05,16
seph1roth,split_stats,87,0.80,0.28,0.07,24
seph1roth,sunset_stats,23,0.61,0.04,0.04,14
SUPERMOTION,ascent_stats,118,0.73,0.13,0.14,20
SUPERMOTION,bind_stats,46,0.74,0.20,0.02,23
SUPERMOTION,breeze_stats,17,0.53,0.18,0.18,9
SUPERMOTION,icebox_stats,22,0.82,0.09,0.14,18
SUPERMOTION,split_stats,34,0.88,0.15,0.21,18
SUPERMOTION,sunset_stats,28,0.64,0.25,0.04,18
uvee,ascent_stats,17,0.76,0.18,0.06,13
uvee,breeze_stats,16,0.50,0.13,0.00,8
uvee,icebox_stats,22,0.55,0.27,0.05,12
uvee,lotus_stats,19,0.89,0.58,0.05,17
mxnor,ascent_stats,18,0.56,0.56,0.00,10
mxnor,breeze_stats,49,0.86,0.35,0.08,26
mxnor,icebox_stats,26,0.69,0.23,0.04,18
mxnor,lotus_stats,16,1.00,0.25,0.06,16
mxnor,sunset_stats,20,0.70,0.30,0.00,14
bry,ascent_stats,45,0.49,0.58,0.07,15
bry,bind_stats,15,0.47,0.33,0.07,7
bry,lotus_stats,39,0.62,0.28,0.03,14
bry,split_stats,41,0.66,0.15,0.20,15
bry,sunset_stats,62,0.48,0.37,0.05,12
pocket,ascent_stats,45,0.87,0.16,0.18,24
pocket,bind_stats,90,0.98,0.14,0.21,30
pocket,lotus_stats,47,0.81,0.13,0.26,22
pocket,split_stats,118,0.89,0.19,0.24,28
pocket,sunset_stats,59,0.80,0.17,0.19,20
lena,ascent_stats,24,0.75,0.08,0.08,18
lena,bind_stats,37,0.32,0.32,0.03,7
lena,breeze_stats,21,0.71,0.48,0.14,15
lena,icebox_stats,22,0.55,0.32,0.14,12
lena,lotus_stats,60,0.45,0.55,0.00,12
lena,sunset_stats,101,0.68,0.23,0.06,17
LTHEW,ascent_stats,113,0.58,0.23,0.05,17
LTHEW,bind_stats,75,0.59,0.23,0.07,18
LTHEW,icebox_stats,61,0.80,0.23,0.10,20
LTHEW,lotus_stats,148,0.72,0.46,0.12,24
LTHEW,sunset_stats,150,0.51,0.31,0.04,19
CatAunty,ascent_stats,81,0.58,0.41,0.05,14
CatAunty,bind_stats,43,0.65,0.21,0.07,14
CatAunty,breeze_stats,35,0.51,0.14,0.03,10
CatAunty,split_stats,65,0.71,0.31,0.12,23
Equitoxicator,ascent_stats,19,0.68,0.11,0.05,13
Equitoxicator,sunset_stats,23,0.43,0.22,0.04,10
Nifty,ascent_stats,43,0.58,0.51,0.02,14
Nifty,bind_stats,26,0.65,0.31,0.04,17
Nifty,icebox_stats,24,0.38,0.38,0.00,9
Nifty,split_stats,31,0.71,0.32,0.13,19
nihggo,ascent_stats,237,0.57,0.31,0.06,21
nihggo,bind_stats,93,0.78,0.33,0.12,22
nihggo,breeze_stats,39,0.72,0.44,0.15,15
nihggo,icebox_stats,54,0.63,0.09,0.02,21
nihggo,lotus_stats,217,0.74,0.35,0.10,33
nihggo,split_stats,116,0.51,0.30,0.05,14
nihggo,sunset_stats,174,0.80,0.37,0.06,23
glizzwald,ascent_stats,33,0.67,0.06,0.12,15
glizzwald,bind_stats,23,0.52,0.22,0.13,12
glizzwald,breeze_stats,62,0.77,0.08,0.19,22
glizzwald,icebox_stats,117,0.67,0.16,0.13,18
glizzwald,lotus_stats,86,0.60,0.27,0.12,17
Electus,ascent_stats,242,0.49,0.55,0.05,15
Electus,bind_stats,121,0.55,0.30,0.09,15
Electus,breeze_stats,24,0.54,0.08,0.08,13
Electus,icebox_stats,122,0.53,0.25,0.06,18
Electus,lotus_stats,196,0.78,0.23,0.10,24
Electus,split_stats,118,0.53,0.38,0.04,14
Atom,ascent_stats,24,0.46,0.29,0.00,11
Atom,breeze_stats,24,0.33,0.08,0.00,8
Atom,icebox_stats,15,0.33,0.27,0.00,5
Atom,lotus_stats,63,0.57,0.46,0.06,14
rainedropz,ascent_stats,58,0.69,0.40,0.07,21
rainedropz,split_stats,15,0.53,0.33,0.00,8
Brayzeee,ascent_stats,127,0.59,0.21,0.09,16
Brayzeee,bind_stats,42,0.67,0.24,0.07,15
Brayzeee,icebox_stats,39,0.62,0.23,0.15,17
Brayzeee,lotus_stats,49,0.59,0.18,0.10,12
Brayzeee,sunset_stats,31,0.71,0.16,0.10,12
Valentine,ascent_stats,17,0.47,0.47,0.06,8
Valentine,bind_stats,21,0.52,0.29,0.10,11
Valentine,icebox_stats,46,0.54,0.20,0.07,20
Valentine,split_stats,14,0.14,0.21,0.00,2
Valentine,sunset_stats,40,0.43,0.38,0.08,11
NakJi,ascent_stats,66,0.59,0.53,0.06,17
NakJi,bind_stats,64,0.61,0.31,0.14,17
NakJi,breeze_stats,44,0.64,0.48,0.14,18
NakJi,icebox_stats,121,0.59,0.20,0.06,19
NakJi,lotus_stats,110,0.74,0.36,0.11,19
NakJi,split_stats,185,0.79,0.48,0.05,27
Kael,ascent_stats,23,0.39,0.35,0.00,9
Kael,bind_stats,19,0.89,0.37,0.16,17
Kael,lotus_stats,22,1.00,0.32,0.05,22
Kael,split_stats,22,0.64,0.45,0.23,14
Kael,sunset_stats,20,0.85,0.15,0.10,17
sayoo,ascent_stats,103,0.65,0.15,0.10,20
sayoo,bind_stats,143,0.77,0.17,0.10,21
sayoo,breeze_stats,76,0.88,0.25,0.08,26
sayoo,icebox_stats,137,0.82,0.28,0.12,24
sayoo,lotus_stats,200,0.80,0.16,0.25,23
sayoo,split_stats,108,0.74,0.19,0.16,21
sayoo,sunset_stats,23,0.52,0.09,0.17,12
headshot,ascent_stats,42,0.67,0.17,0.07,20
headshot,bind_stats,20,0.90,0.25,0.20,18
headshot,lotus_stats,16,0.50,0.31,0.06,8
blondesh,ascent_stats,42,0.69,0.36,0.05,20
blondesh,bind_stats,43,0.49,0.26,0.07,11
blondesh,breeze_stats,22,0.77,0.05,0.05,17
blondesh,icebox_stats,18,0.67,0.17,0.06,12
blondesh,sunset_stats,16,0.38,0.50,0.00,6
