,,RND,KPR,APR,FKPR,KMAX
Ali,lotus_stats,86,0.72,0.36,0.20,20
Ali,split_stats,42,0.62,0.14,0.05,16
Ponder,ascent_stats,42,0.64,0.17,0.10,17
Ponder,lotus_stats,39,0.87,0.28,0.13,23
Ponder,split_stats,56,0.91,0.13,0.11,20
Ponder,sunset_stats,54,0.85,0.19,0.13,21
MARKEZZ,ascent_stats,34,0.79,0.32,0.09,14
MARKEZZ,lotus_stats,19,0.37,0.11,0.05,7
MARKEZZ,sunset_stats,18,0.72,0.50,0.06,13
jowa,ascent_stats,66,0.59,0.59,0.05,14
jowa,breeze_stats,16,1.13,0.75,0.13,18
jowa,icebox_stats,24,0.75,0.50,0.08,18
jowa,lotus_stats,21,0.86,0.33,0.19,18
Touven,ascent_stats,23,0.57,0.39,0.22,13
Touven,breeze_stats,47,0.89,0.26,0.06,26
Touven,icebox_stats,40,0.70,0.40,0.03,17
Touven,lotus_stats,20,0.65,0.10,0.10,13
Touven,split_stats,24,0.83,0.29,0.08,20
Touven,sunset_stats,87,0.61,0.37,0.09,21
Rap1d,ascent_stats,42,0.52,0.19,0.07,13
Rap1d,bind_stats,17,0.59,0.24,0.06,10
Rap1d,icebox_stats,31,0.55,0.23,0.00,9
Rap1d,lotus_stats,79,0.58,0.41,0.05,17
Tr1X,ascent_stats,23,0.61,0.43,0.09,14
Tr1X,bind_stats,46,0.41,0.28,0.09,12
Tr1X,breeze_stats,18,0.83,0.22,0.06,15
Tr1X,icebox_stats,20,0.70,0.15,0.10,14
Tr1X,lotus_stats,77,0.53,0.34,0.06,14
Tr1X,split_stats,35,0.46,0.11,0.09,9
zero cap,ascent_stats,23,0.43,0.30,0.00,10
zero cap,bind_stats,26,0.65,0.46,0.08,17
zero cap,breeze_stats,42,0.57,0.29,0.05,17
zero cap,icebox_stats,68,0.41,0.28,0.03,11
zero cap,lotus_stats,21,0.48,0.19,0.05,10
zero cap,sunset_stats,36,0.44,0.28,0.03,8
Juja,ascent_stats,39,0.51,0.51,0.05,14
Juja,icebox_stats,14,0.64,0.43,0.07,9
Juja,split_stats,19,0.63,0.32,0.05,12
Juja,sunset_stats,17,0.53,0.18,0.06,9
Anashi,ascent_stats,60,0.60,0.22,0.08,16
Anashi,breeze_stats,33,0.42,0.24,0.03,9
Anashi,icebox_stats,34,0.44,0.29,0.00,8
Anashi,lotus_stats,39,0.49,0.36,0.03,11
Anashi,sunset_stats,16,0.13,0.38,0.00,2
jakee,ascent_stats,24,0.67,0.33,0.08,16
jakee,icebox_stats,24,0.58,0.21,0.04,14
pashalime,ascent_stats,23,0.43,0.57,0.00,10
pashalime,bind_stats,16,0.38,0.31,0.06,6
pashalime,breeze_stats,20,0.95,0.05,0.30,19
pashalime,icebox_stats,74,0.59,0.30,0.08,24
pashalime,lotus_stats,80,0.94,0.38,0.05,22
pashalime,split_stats,21,0.67,0.43,0.05,14
pashalime,sunset_stats,38,0.39,0.16,0.00,8
Abde,ascent_stats,22,0.68,0.32,0.14,15
shion,ascent_stats,66,0.61,0.48,0.05,16
shion,bind_stats,44,0.61,0.18,0.05,17
shion,icebox_stats,44,0.77,0.41,0.16,17
shion,lotus_stats,67,0.72,0.24,0.10,24
shion,sunset_stats,41,0.51,0.22,0.07,17
Sylva,ascent_stats,39,0.64,0.46,0.03,16
Sylva,icebox_stats,14,1.00,0.71,0.00,14
Sylva,split_stats,19,0.42,0.58,0.00,8
Sylva,sunset_stats,17,0.59,0.47,0.00,10
SerialKiller,ascent_stats,88,0.75,0.17,0.11,21
SerialKiller,bind_stats,91,0.84,0.15,0.14,29
SerialKiller,breeze_stats,108,0.66,0.18,0.16,19
SerialKiller,icebox_stats,66,0.73,0.18,0.09,17
SerialKiller,lotus_stats,113,0.75,0.19,0.10,24
SerialKiller,split_stats,47,0.96,0.21,0.13,31
Ender,ascent_stats,17,0.94,0.18,0.00,16
Ender,bind_stats,67,0.67,0.27,0.06,17
Ender,breeze_stats,40,0.68,0.13,0.08,15
Ender,icebox_stats,18,0.67,0.11,0.00,12
Ender,lotus_stats,20,0.65,0.20,0.20,13
Ender,split_stats,46,0.74,0.50,0.07,19
amelist,ascent_stats,22,0.59,0.68,0.05,13
amelist,bind_stats,19,0.53,0.11,0.16,10
amelist,lotus_stats,23,0.39,0.57,0.00,9
amelist,split_stats,16,0.81,0.81,0.06,13
amelist,sunset_stats,23,0.74,0.78,0.04,17
Phardon,ascent_stats,36,0.58,0.56,0.11,13
Phardon,breeze_stats,23,0.52,0.39,0.00,12
Phardon,icebox_stats,47,0.79,0.02,0.11,19
Phardon,lotus_stats,22,0.68,0.14,0.18,15
Phardon,sunset_stats,56,0.84,0.27,0.18,29
Xeppaa,ascent_stats,53,0.66,0.51,0.08,26
Xeppaa,bind_stats,44,0.52,0.41,0.07,12
Xeppaa,icebox_stats,37,0.59,0.68,0.11,13
Xeppaa,lotus_stats,22,0.91,0.45,0.05,20
Xeppaa,sunset_stats,20,0.80,0.60,0.05,16
satellite,ascent_stats,41,0.59,0.22,0.20,15
satellite,breeze_stats,23,0.61,0.09,0.13,14
satellite,icebox_stats,93,0.75,0.20,0.27,20
satellite,lotus_stats,23,0.83,0.17,0.17,19
satellite,split_stats,21,0.71,0.19,0.24,15
satellite,sunset_stats,24,0.79,0.17,0.21,19
KhenZy,ascent_stats,58,0.81,0.12,0.16,26
KhenZy,icebox_stats,17,1.24,0.29,0.35,21
qw1,ascent_stats,41,0.59,0.17,0.17,14
qw1,bind_stats,54,0.83,0.15,0.20,23
qw1,icebox_stats,19,0.74,0.00,0.05,14
qw1,lotus_stats,91,0.79,0.26,0.21,22
qw1,split_stats,80,0.83,0.10,0.14,24
qw1,sunset_stats,23,0.61,0.00,0.17,14
xazyy,ascent_stats,26,0.42,0.38,0.08,11
xazyy,split_stats,19,0.68,0.37,0.11,13
LBY,ascent_stats,21,0.52,0.38,0.00,11
LBY,breeze_stats,28,0.96,0.14,0.11,27
LBY,lotus_stats,40,0.48,0.18,0.00,12
LBY,split_stats,23,0.48,0.22,0.09,11
f4ngeer,ascent_stats,26,0.77,0.12,0.19,20
f4ngeer,icebox_stats,39,0.90,0.15,0.28,20
f4ngeer,lotus_stats,20,0.75,0.25,0.20,15
f4ngeer,split_stats,21,0.57,0.29,0.05,12
f4ngeer,sunset_stats,19,0.84,0.26,0.21,16
Ayaèrna,ascent_stats,20,0.60,0.50,0.00,12
Ayaèrna,breeze_stats,30,0.37,0.20,0.03,11
chiwa,ascent_stats,42,0.64,0.24,0.07,16
chiwa,bind_stats,18,0.67,0.11,0.06,12
chiwa,breeze_stats,41,0.61,0.22,0.15,15
chiwa,lotus_stats,43,0.72,0.19,0.05,21
chiwa,split_stats,79,0.59,0.19,0.05,24
sym,ascent_stats,22,0.64,0.18,0.09,14
sym,breeze_stats,64,0.97,0.19,0.19,24
sym,icebox_stats,19,0.32,0.47,0.05,6
sym,lotus_stats,67,0.84,0.19,0.25,19
sym,split_stats,40,0.70,0.20,0.18,20
sym,sunset_stats,24,0.46,0.21,0.33,11
Akita,ascent_stats,20,0.75,0.15,0.20,15
Akita,breeze_stats,30,0.80,0.13,0.10,24
Ché,ascent_stats,24,0.58,0.29,0.17,14
Ché,bind_stats,16,0.38,0.25,0.00,6
Ché,breeze_stats,17,0.59,0.06,0.00,10
Ché,lotus_stats,42,0.69,0.48,0.07,15
Ché,sunset_stats,21,0.43,0.33,0.10,9
Reality,ascent_stats,22,0.55,0.23,0.00,12
Reality,lotus_stats,24,0.58,0.29,0.04,14
Reality,split_stats,23,0.91,0.26,0.09,21
Keiko,ascent_stats,42,0.62,0.31,0.17,16
Keiko,bind_stats,20,0.90,0.25,0.25,18
Keiko,icebox_stats,41,0.95,0.15,0.20,21
Keiko,lotus_stats,53,0.79,0.23,0.15,25
Keiko,split_stats,42,0.81,0.17,0.19,22
Keiko,sunset_stats,15,0.20,0.13,0.20,3
Window,ascent_stats,19,0.74,0.32,0.11,14
Window,icebox_stats,14,0.21,0.07,0.00,3
MaKo,ascent_stats,22,0.59,0.18,0.09,13
MaKo,bind_stats,42,0.88,0.36,0.19,19
MaKo,breeze_stats,22,0.82,0.55,0.09,18
MaKo,lotus_stats,21,0.95,0.52,0.00,20
MaKo,split_stats,38,0.84,0.37,0.16,21
MaKo,sunset_stats,21,0.57,0.43,0.10,12
matrix,ascent_stats,86,0.66,0.12,0.15,21
matrix,breeze_stats,108,0.80,0.16,0.19,26
matrix,icebox_stats,43,0.74,0.21,0.14,20
matrix,lotus_stats,84,0.83,0.21,0.24,25
matrix,split_stats,45,0.73,0.11,0.20,17
matrix,sunset_stats,45,0.80,0.09,0.16,24
vita,ascent_stats,18,0.67,0.22,0.11,12
Misaya,ascent_stats,66,0.62,0.44,0.09,16
Misaya,bind_stats,20,0.90,0.65,0.30,18
Misaya,breeze_stats,28,0.50,0.39,0.00,14
Misaya,lotus_stats,77,0.58,0.32,0.04,17
Misaya,split_stats,42,0.83,0.52,0.07,18
Misaya,sunset_stats,16,0.56,0.50,0.00,9
ritsu,ascent_stats,37,0.59,0.05,0.08,12
ritsu,icebox_stats,22,0.91,0.09,0.00,20
ritsu,lotus_stats,61,0.69,0.10,0.07,16
ritsu,split_stats,17,0.88,0.12,0.06,15
ritsu,sunset_stats,17,0.65,0.29,0.06,11
panchill,ascent_stats,18,0.78,0.11,0.06,14
panchill,breeze_stats,24,0.42,0.04,0.17,10
panchill,icebox_stats,15,0.60,0.20,0.00,9
panchill,split_stats,30,0.70,0.30,0.07,21
panchill,sunset_stats,23,0.78,0.13,0.00,18
sh1va,ascent_stats,83,0.71,0.11,0.07,18
sh1va,bind_stats,45,0.56,0.13,0.02,17
sh1va,lotus_stats,41,0.63,0.12,0.12,14
sh1va,split_stats,24,0.75,0.21,0.13,18
sh1va,sunset_stats,38,0.37,0.16,0.08,10
izana,ascent_stats,61,0.59,0.11,0.08,17
izana,bind_stats,38,0.45,0.21,0.03,12
izana,breeze_stats,95,0.58,0.21,0.05,25
izana,icebox_stats,67,0.75,0.18,0.12,20
izana,lotus_stats,45,0.56,0.07,0.07,17
izana,split_stats,24,0.42,0.38,0.04,10
izana,sunset_stats,46,0.63,0.17,0.11,16
bry,ascent_stats,21,0.33,0.76,0.10,7
bry,sunset_stats,19,0.63,0.47,0.00,12
9ianny,ascent_stats,17,0.71,0.47,0.06,12
9ianny,icebox_stats,22,0.55,0.50,0.09,12
9ianny,split_stats,23,0.78,0.09,0.00,18
9ianny,sunset_stats,45,0.87,0.07,0.09,24
Dane,ascent_stats,162,0.65,0.30,0.04,20
Dane,bind_stats,56,0.48,0.36,0.09,17
Dane,breeze_stats,141,0.68,0.21,0.06,24
Dane,icebox_stats,43,0.56,0.07,0.09,13
Dane,lotus_stats,219,0.64,0.30,0.09,33
Dane,split_stats,106,0.74,0.42,0.04,23
Dane,sunset_stats,76,0.58,0.29,0.04,14
999kvmil,ascent_stats,24,0.67,0.29,0.04,16
999kvmil,lotus_stats,13,1.00,0.23,0.15,13
999kvmil,split_stats,22,1.23,0.32,0.05,27
Rue,ascent_stats,18,0.78,0.56,0.06,14
Rue,bind_stats,60,0.48,0.40,0.02,16
Rue,icebox_stats,19,1.11,0.37,0.16,21
Rue,lotus_stats,78,0.54,0.40,0.04,16
Rue,split_stats,20,0.45,0.50,0.05,9
Rue,sunset_stats,18,0.83,0.17,0.00,15
Beaver,ascent_stats,21,0.48,0.43,0.10,10
Beaver,icebox_stats,20,0.80,0.30,0.00,16
Beaver,lotus_stats,24,0.46,0.50,0.08,11
Sevy,ascent_stats,86,0.69,0.26,0.08,18
Sevy,bind_stats,21,0.62,0.43,0.00,13
Sevy,icebox_stats,48,0.42,0.19,0.04,8
Sevy,lotus_stats,74,0.50,0.39,0.03,14
Sevy,split_stats,35,0.46,0.31,0.06,9
Sevy,sunset_stats,48,0.52,0.23,0.02,13
bipo,ascent_stats,67,0.67,0.22,0.16,18
bipo,bind_stats,24,0.88,0.17,0.08,21
bipo,breeze_stats,43,0.70,0.09,0.19,22
bipo,icebox_stats,16,1.31,0.13,0.31,21
bipo,lotus_stats,58,0.79,0.21,0.14,25
bipo,split_stats,53,0.70,0.19,0.15,18
bipo,sunset_stats,34,0.94,0.24,0.21,18
Spaz,ascent_stats,70,0.59,0.39,0.09,16
Spaz,bind_stats,19,0.79,0.26,,15
Spaz,icebox_stats,86,0.77,0.33,0.03,24
Spaz,lotus_stats,20,0.55,0.40,0.10,11
Spaz,split_stats,38,0.97,0.50,0.13,20
Spaz,sunset_stats,67,0.66,0.70,0.06,18
beanann,ascent_stats,18,0.72,0.22,0.11,13
beanann,bind_stats,23,0.70,0.17,0.04,16
beanann,icebox_stats,22,0.55,0.41,0.05,12
beanann,lotus_stats,39,0.69,0.28,0.15,17
Kntz,ascent_stats,46,0.59,0.41,0.07,18
Kntz,bind_stats,47,0.53,0.47,0.09,17
Kntz,breeze_stats,30,0.57,0.23,0.03,17
Kntz,icebox_stats,70,0.70,0.27,0.14,23
Kntz,lotus_stats,64,0.56,0.28,0.09,13
Kntz,split_stats,69,0.75,0.29,0.06,18
m0skey,ascent_stats,24,0.71,0.38,0.04,17
m0skey,bind_stats,21,0.67,0.10,0.05,14
m0skey,lotus_stats,24,0.71,0.25,0.13,17
m0skey,split_stats,20,0.70,0.70,0.15,14
m0skey,sunset_stats,19,0.26,0.32,0.00,5
Lendary,ascent_stats,20,0.70,0.30,0.10,14
Lendary,bind_stats,38,0.53,0.11,0.11,15
Lendary,breeze_stats,50,0.56,0.16,0.06,17
Lendary,icebox_stats,18,0.44,0.28,0.06,8
Lendary,lotus_stats,42,0.74,0.33,0.12,16
Lendary,split_stats,21,0.48,0.33,0.00,10
Lendary,sunset_stats,19,0.74,0.11,0.05,14
Abdulmalek,ascent_stats,40,0.63,0.33,0.13,15
Abdulmalek,bind_stats,17,0.59,0.47,0.00,10
Abdulmalek,lotus_stats,37,0.65,0.32,0.05,13
Abdulmalek,sunset_stats,22,0.50,0.36,0.00,11
FakeAnanas,ascent_stats,52,0.62,0.54,0.04,17
FakeAnanas,bind_stats,18,0.83,0.50,0.06,15
FakeAnanas,breeze_stats,18,0.67,0.11,0.06,12
FakeAnanas,icebox_stats,39,0.62,0.38,0.13,13
SkyIsBlue,ascent_stats,20,0.55,0.20,0.10,11
SkyIsBlue,icebox_stats,24,0.63,0.17,0.04,15
SkyIsBlue,lotus_stats,24,0.54,0.25,0.04,13
SkyIsBlue,split_stats,22,0.77,0.32,0.23,17
iReLeX,ascent_stats,56,0.57,0.13,0.09,14
iReLeX,icebox_stats,67,0.58,0.46,0.06,19
iReLeX,lotus_stats,50,0.64,0.12,0.02,19
iReLeX,split_stats,86,0.65,0.15,0.08,19
iReLeX,sunset_stats,88,0.60,0.22,0.07,18
seph1roth,ascent_stats,46,0.65,0.15,0.09,17
seph1roth,bind_stats,47,0.89,0.11,0.11,27
seph1roth,breeze_stats,30,0.33,0.17,0.03,10
seph1roth,icebox_stats,70,0.63,0.21,0.11,16
seph1roth,lotus_stats,64,0.58,0.25,0.03,16
seph1roth,split_stats,69,0.81,0.29,0.07,24
maou,ascent_stats,17,0.59,0.18,0.06,10
maou,bind_stats,42,0.57,0.31,0.02,12
maou,lotus_stats,18,0.33,0.06,0.11,6
maou,sunset_stats,20,0.40,0.30,0.05,8
KILLDREAM,ascent_stats,52,0.75,0.13,0.19,20
KILLDREAM,bind_stats,19,0.47,0.37,0.16,9
KILLDREAM,icebox_stats,16,0.50,0.25,0.19,8
KILLDREAM,lotus_stats,41,1.22,0.27,0.27,30
KILLDREAM,split_stats,26,0.96,0.19,0.15,25
KILLDREAM,sunset_stats,34,0.91,0.18,0.18,16
Dano,ascent_stats,45,0.58,0.58,0.07,18
Dano,bind_stats,24,0.75,0.58,0.04,18
Dano,breeze_stats,52,0.58,0.50,0.02,16
Dano,icebox_stats,20,0.60,0.30,0.00,12
Dano,split_stats,24,0.54,0.33,0.00,13
Ninou,ascent_stats,43,0.56,0.56,0.12,12
Ninou,icebox_stats,49,0.47,0.31,0.04,13
Ninou,lotus_stats,79,0.57,0.71,0.05,17
Ninou,split_stats,17,0.53,0.29,0.00,9
Ninou,sunset_stats,50,0.42,0.48,0.00,11
NakJi,ascent_stats,66,0.59,0.53,0.06,17
NakJi,breeze_stats,16,0.63,0.63,0.06,10
NakJi,icebox_stats,59,0.56,0.19,0.07,19
NakJi,lotus_stats,64,0.73,0.39,0.11,19
NakJi,split_stats,109,0.83,0.50,0.04,21
Sato,ascent_stats,77,0.57,0.12,0.12,17
Sato,bind_stats,69,0.83,0.14,0.28,20
Sato,breeze_stats,40,1.15,0.13,0.10,25
Sato,icebox_stats,108,1.01,0.15,0.23,28
Sato,lotus_stats,104,0.88,0.17,0.19,22
Sato,split_stats,45,0.78,0.18,0.13,21
Shniider,ascent_stats,50,0.68,0.26,0.16,20
Shniider,icebox_stats,75,0.67,0.25,0.11,15
Shniider,split_stats,42,0.69,0.33,0.05,19
Shniider,sunset_stats,60,0.58,0.57,0.05,16
tsalad,ascent_stats,15,0.87,0.20,0.00,13
tsalad,breeze_stats,17,0.47,0.24,0.00,8
tsalad,icebox_stats,19,0.32,0.16,0.05,6
tsalad,lotus_stats,26,0.81,0.31,0.12,21
tsalad,sunset_stats,19,0.53,0.32,0.00,10
HyP,ascent_stats,60,0.58,0.35,0.02,15
HyP,bind_stats,16,0.69,0.25,0.00,11
HyP,breeze_stats,20,0.80,0.25,0.20,16
HyP,icebox_stats,21,0.95,0.19,0.19,20
HyP,lotus_stats,65,0.46,0.43,0.08,14
HyP,split_stats,28,0.46,0.39,0.07,13
HyP,sunset_stats,19,0.58,0.11,0.11,11
DESTRUCT1VEE,ascent_stats,72,0.68,0.32,0.06,20
DESTRUCT1VEE,bind_stats,75,0.65,0.29,0.08,20
DESTRUCT1VEE,breeze_stats,21,0.95,0.29,0.14,20
DESTRUCT1VEE,icebox_stats,21,0.43,0.38,0.00,9
DESTRUCT1VEE,lotus_stats,80,0.95,0.29,0.19,24
DESTRUCT1VEE,split_stats,56,0.64,0.20,0.11,20
DESTRUCT1VEE,sunset_stats,45,0.78,0.24,0.13,18
pedio,ascent_stats,20,0.65,0.40,0.05,13
pedio,sunset_stats,18,0.50,0.11,0.00,9
AuloekXD,ascent_stats,87,0.71,0.29,0.03,28
AuloekXD,bind_stats,19,0.53,0.16,0.05,10
AuloekXD,breeze_stats,30,0.50,0.57,0.00,15
AuloekXD,icebox_stats,48,0.52,0.25,0.08,18
AuloekXD,lotus_stats,18,0.39,0.06,0.00,7
AuloekXD,split_stats,44,0.41,0.50,0.07,11
blowz1n,ascent_stats,66,0.65,0.21,0.17,26
blowz1n,bind_stats,44,0.93,0.20,0.18,23
blowz1n,icebox_stats,44,0.75,0.41,0.02,23
blowz1n,lotus_stats,67,0.82,0.24,0.19,21
blowz1n,sunset_stats,41,0.73,0.34,0.17,18
zMART,ascent_stats,66,0.83,0.21,0.18,21
zMART,bind_stats,24,0.63,0.17,0.25,15
zMART,breeze_stats,41,0.54,0.12,0.20,12
zMART,icebox_stats,37,0.95,0.16,0.24,18
zMART,lotus_stats,47,0.89,0.15,0.17,29
zMART,split_stats,72,0.72,0.28,0.13,20
zMART,sunset_stats,19,0.95,0.16,0.11,18
Louitan,ascent_stats,39,0.64,0.38,0.00,14
Louitan,bind_stats,63,0.71,0.14,0.11,19
Louitan,breeze_stats,23,0.52,0.30,0.09,12
Louitan,icebox_stats,24,0.71,0.17,0.00,17
Louitan,lotus_stats,17,0.53,0.06,0.18,9
Louitan,split_stats,68,0.75,0.35,0.04,23
Louitan,sunset_stats,23,0.91,0.13,0.17,21
Truman,ascent_stats,23,0.65,0.26,0.04,15
Truman,breeze_stats,22,0.82,0.18,0.05,18
keznit,ascent_stats,21,0.67,0.10,0.24,14
keznit,breeze_stats,20,0.95,0.00,0.15,19
keznit,icebox_stats,43,0.98,0.14,0.19,24
keznit,lotus_stats,20,1.15,0.30,0.35,23
keznit,split_stats,42,0.76,0.33,0.17,18
keznit,sunset_stats,42,1.00,0.17,0.19,22
Nozz,ascent_stats,83,0.52,0.52,0.06,13
Nozz,icebox_stats,105,0.71,0.51,0.04,24
Nozz,lotus_stats,106,0.85,0.39,0.09,26
Nozz,split_stats,88,0.69,0.44,0.08,20
Nozz,sunset_stats,20,0.35,0.95,0.00,7
xccurate,ascent_stats,42,0.52,0.02,0.02,12
xccurate,bind_stats,68,0.74,0.18,0.07,19
xccurate,breeze_stats,22,0.68,0.27,0.00,15
xccurate,lotus_stats,86,0.80,0.07,0.12,21
xccurate,split_stats,18,0.33,0.28,0.00,6
xccurate,sunset_stats,24,0.50,0.21,0.04,12
cman,ascent_stats,36,0.67,0.14,0.06,15
cman,icebox_stats,26,1.00,0.08,0.15,26
cman,lotus_stats,52,0.65,0.06,0.06,17
cman,sunset_stats,22,0.77,0.05,0.14,17
Wrath,ascent_stats,26,0.46,0.27,0.04,12
Wrath,icebox_stats,15,0.27,0.33,0.07,4
Wrath,lotus_stats,21,0.43,0.81,0.00,9
Wrath,sunset_stats,16,0.56,0.31,0.06,9
eva,ascent_stats,42,0.52,0.17,0.02,11
eva,bind_stats,43,0.67,0.19,0.00,22
eva,breeze_stats,38,0.58,0.21,0.05,14
eva,icebox_stats,54,0.69,0.19,0.04,19
eva,lotus_stats,43,0.95,0.28,0.05,28
eva,split_stats,85,0.99,0.19,0.13,28
eva,sunset_stats,86,0.81,0.34,0.05,28
Leon,ascent_stats,24,0.54,0.33,0.08,13
Leon,bind_stats,19,0.63,0.11,0.11,12
Leon,icebox_stats,23,1.00,0.17,0.30,23
Leon,lotus_stats,38,0.61,0.34,0.13,18
Leon,sunset_stats,16,0.56,0.19,0.06,9
LewN,ascent_stats,23,0.48,0.57,0.09,11
LewN,breeze_stats,47,0.70,0.17,0.26,21
LewN,icebox_stats,40,0.58,0.30,0.15,12
LewN,lotus_stats,20,0.40,0.45,0.15,8
LewN,split_stats,24,0.63,0.13,0.13,15
LewN,sunset_stats,87,0.72,0.16,0.16,20
Notexxd,ascent_stats,26,0.58,0.31,0.12,15
Notexxd,breeze_stats,22,0.86,0.59,0.09,19
Notexxd,icebox_stats,24,0.83,0.17,0.08,20
ume,ascent_stats,43,0.63,0.19,0.09,14
ume,split_stats,35,0.51,0.26,0.03,10
evv,ascent_stats,42,0.81,0.24,0.12,27
evv,bind_stats,16,0.25,0.31,0.00,4
evv,icebox_stats,13,0.54,0.08,0.08,7
evv,lotus_stats,23,0.74,0.35,0.04,17
evv,split_stats,18,0.67,0.22,0.11,12
evv,sunset_stats,15,0.80,0.33,0.13,12
DcRulz,ascent_stats,44,0.70,0.16,0.02,18
DcRulz,bind_stats,21,0.67,0.24,0.14,14
DcRulz,breeze_stats,45,0.38,0.13,0.13,10
DcRulz,icebox_stats,48,0.73,0.10,0.02,18
DcRulz,lotus_stats,41,0.59,0.12,0.12,13
EARTHBABYR,ascent_stats,20,0.60,0.35,0.10,12
EARTHBABYR,sunset_stats,18,0.44,0.50,0.00,8
Naxa,ascent_stats,36,0.86,0.17,0.22,17
Naxa,bind_stats,28,1.07,0.18,0.21,30
Naxa,split_stats,24,1.25,0.13,0.33,30
Naxa,sunset_stats,16,0.44,0.13,0.06,7
Goob,ascent_stats,21,0.71,0.29,0.24,15
Goob,icebox_stats,24,0.83,0.13,0.17,20
Goob,sunset_stats,18,0.61,0.17,0.17,11
vandals,ascent_stats,74,0.51,0.46,0.05,16
vandals,breeze_stats,47,0.72,0.13,0.11,20
vandals,icebox_stats,69,0.65,0.29,0.09,22
vandals,lotus_stats,62,0.69,0.23,0.10,16
vandals,split_stats,43,0.60,0.53,0.14,18
vandals,sunset_stats,22,0.64,0.14,0.05,14
Brave,ascent_stats,41,0.71,0.20,0.15,17
Brave,split_stats,42,1.00,0.52,0.10,24
Brave,sunset_stats,68,0.62,0.40,0.09,21
style,ascent_stats,55,0.56,0.42,0.05,16
style,lotus_stats,24,0.42,0.38,0.04,10
style,split_stats,16,0.38,0.25,0.00,6
pryxi,ascent_stats,69,0.77,0.26,0.25,23
pryxi,breeze_stats,65,0.86,0.18,0.09,27
pryxi,icebox_stats,105,0.73,0.14,0.10,25
pryxi,lotus_stats,31,0.71,0.16,0.13,15
pryxi,split_stats,43,0.51,0.28,0.19,18
pryxi,sunset_stats,19,0.53,0.16,0.00,10
reN,ascent_stats,60,0.67,0.40,0.10,17
reN,breeze_stats,33,0.70,0.45,0.09,13
reN,icebox_stats,34,0.94,0.09,0.12,20
reN,lotus_stats,39,0.69,0.54,0.13,17
reN,sunset_stats,16,0.63,0.38,0.00,10
tryst,ascent_stats,44,0.68,0.39,0.05,17
tryst,bind_stats,21,0.52,0.29,0.05,11
tryst,breeze_stats,45,1.00,0.16,0.09,23
tryst,icebox_stats,48,0.60,0.27,0.10,16
tryst,lotus_stats,41,0.63,0.39,0.07,16
Fit1nho,ascent_stats,24,0.46,0.63,0.04,11
Fit1nho,bind_stats,18,0.56,0.06,0.17,10
Fit1nho,breeze_stats,35,0.86,0.23,0.20,18
Fit1nho,icebox_stats,20,0.80,0.15,0.15,16
Fit1nho,lotus_stats,30,0.67,0.17,0.03,20
Fit1nho,split_stats,20,0.45,0.40,0.10,9
Fit1nho,sunset_stats,22,0.91,0.50,0.14,20
Lakaa,ascent_stats,23,0.52,0.30,0.00,12
Lakaa,split_stats,22,0.64,0.23,0.05,14
darkosek,ascent_stats,21,0.62,0.33,0.05,13
darkosek,breeze_stats,18,1.11,0.11,0.11,20
Monyet,ascent_stats,69,0.64,0.25,0.16,18
Monyet,bind_stats,45,0.71,0.18,0.11,20
Monyet,lotus_stats,90,0.51,0.23,0.10,12
Monyet,split_stats,81,0.84,0.40,0.12,24
Monyet,sunset_stats,81,0.74,0.40,0.12,18
OniBy,ascent_stats,68,0.53,0.35,0.04,14
OniBy,bind_stats,38,0.47,0.11,0.16,11
OniBy,breeze_stats,23,0.35,0.39,0.04,8
OniBy,lotus_stats,67,0.60,0.40,0.09,19
OniBy,split_stats,26,0.58,0.35,0.12,15
OniBy,sunset_stats,18,0.44,0.17,0.06,8
TiduS,ascent_stats,68,0.54,0.28,0.01,17
TiduS,bind_stats,38,0.55,0.16,0.03,17
TiduS,breeze_stats,23,0.78,0.26,0.04,18
TiduS,lotus_stats,67,0.58,0.33,0.07,19
TiduS,split_stats,26,0.54,0.27,0.12,14
TiduS,sunset_stats,18,0.44,0.22,0.00,8
ngk,ascent_stats,75,0.71,0.13,0.21,22
ngk,bind_stats,19,0.63,0.11,0.21,12
ngk,breeze_stats,26,1.08,0.12,0.15,28
ngk,icebox_stats,36,0.92,0.22,0.14,19
ngk,lotus_stats,48,0.88,0.46,0.04,22
ngk,sunset_stats,20,0.90,0.20,0.20,18
consz,ascent_stats,20,0.75,0.10,0.15,15
consz,icebox_stats,24,0.92,0.08,0.17,22
consz,lotus_stats,24,0.50,0.08,0.04,12
consz,split_stats,22,0.64,0.55,0.09,14
SpYzera,ascent_stats,44,0.75,0.30,0.07,18
SpYzera,bind_stats,31,0.94,0.39,0.13,17
SpYzera,breeze_stats,116,0.70,0.60,0.07,26
SpYzera,icebox_stats,167,0.64,0.19,0.10,16
SpYzera,lotus_stats,112,0.60,0.25,0.09,17
SpYzera,split_stats,168,0.82,0.30,0.10,24
SpYzera,sunset_stats,123,0.77,0.28,0.07,21
Dext,ascent_stats,43,0.70,0.23,0.05,15
Dext,icebox_stats,21,0.86,0.14,0.10,18
Dext,lotus_stats,22,0.77,0.32,0.14,17
Dext,sunset_stats,17,0.65,0.12,0.12,11
oonzmlp,ascent_stats,39,0.59,0.56,0.08,15
oonzmlp,bind_stats,22,0.59,0.32,0.05,13
oonzmlp,breeze_stats,39,0.87,0.21,0.15,18
