,,RND,KPR,APR,FKPR,KMAX
oonzmlp,icebox_stats,16,0.44,0.25,0.00,7
oonzmlp,lotus_stats,15,0.73,0.13,0.07,11
oonzmlp,split_stats,23,0.83,0.17,0.04,19
oonzmlp,sunset_stats,41,0.54,0.27,0.15,14
tty,ascent_stats,23,0.48,0.48,0.04,11
tty,bind_stats,41,0.54,0.34,0.10,13
tty,lotus_stats,17,0.59,0.65,0.06,10
tty,split_stats,19,0.47,0.21,0.11,9
GeneralSteak,ascent_stats,74,0.49,0.18,0.01,14
GeneralSteak,breeze_stats,47,0.53,0.11,0.06,21
GeneralSteak,icebox_stats,69,0.57,0.29,0.07,16
GeneralSteak,lotus_stats,62,0.55,0.56,0.03,16
GeneralSteak,split_stats,43,0.65,0.37,0.09,16
GeneralSteak,sunset_stats,22,0.59,0.36,0.09,13
Dark3st,ascent_stats,121,0.59,0.45,0.08,14
Dark3st,bind_stats,23,0.52,0.78,0.00,12
Dark3st,breeze_stats,19,0.74,0.21,0.00,14
Dark3st,icebox_stats,36,0.83,0.28,0.22,21
Dark3st,lotus_stats,113,0.76,0.32,0.08,22
Dark3st,split_stats,81,0.79,0.41,0.12,20
Dark3st,sunset_stats,43,0.84,0.28,0.19,18
Noia,ascent_stats,39,0.49,0.26,0.08,11
Noia,bind_stats,24,0.88,0.13,0.08,21
Noia,breeze_stats,67,0.84,0.10,0.16,26
Noia,icebox_stats,74,0.72,0.16,0.05,19
Noia,lotus_stats,80,0.68,0.16,0.18,17
Noia,sunset_stats,64,0.58,0.20,0.09,18
cataLina,ascent_stats,20,0.60,0.30,0.05,12
cataLina,icebox_stats,21,0.76,0.29,0.19,16
cataLina,lotus_stats,22,0.59,0.68,0.05,13
yua,ascent_stats,24,0.67,0.21,0.00,16
yua,bind_stats,18,0.39,0.44,0.00,7
yua,lotus_stats,20,0.50,0.45,0.10,10
yua,sunset_stats,20,0.55,0.20,0.00,11
zaj,ascent_stats,19,0.53,0.32,0.05,10
zaj,bind_stats,39,0.62,0.49,0.10,13
zaj,lotus_stats,19,0.58,0.16,0.05,11
zaj,split_stats,14,1.14,0.14,0.14,16
Morita,ascent_stats,17,0.82,0.12,0.06,14
Morita,bind_stats,16,0.69,0.13,0.19,11
Morita,icebox_stats,22,1.14,0.14,0.32,25
Morita,split_stats,39,0.87,0.23,0.26,18
Morita,sunset_stats,45,0.53,0.24,0.11,12
Jingji,ascent_stats,21,0.52,0.19,0.05,11
Jingji,sunset_stats,14,0.50,0.29,0.14,7
canefis,ascent_stats,39,0.67,0.13,0.18,18
canefis,bind_stats,63,0.65,0.22,0.00,19
canefis,breeze_stats,23,0.78,0.22,0.09,18
canefis,icebox_stats,24,0.54,0.29,0.13,13
canefis,lotus_stats,17,0.71,0.18,0.12,12
canefis,split_stats,68,0.63,0.19,0.09,18
canefis,sunset_stats,23,0.61,0.30,0.00,14
hypeRR,ascent_stats,69,0.55,0.59,0.03,21
hypeRR,breeze_stats,65,0.54,0.23,0.02,13
hypeRR,icebox_stats,105,0.56,0.22,0.08,16
hypeRR,lotus_stats,31,0.39,0.13,0.00,7
hypeRR,split_stats,43,0.47,0.51,0.05,13
hypeRR,sunset_stats,19,0.47,0.32,0.11,9
adora,ascent_stats,21,0.90,0.10,0.19,19
adora,icebox_stats,23,0.65,0.17,0.09,15
adora,split_stats,39,0.67,0.23,0.15,16
adora,sunset_stats,62,0.79,0.15,0.15,23
Nawaf,ascent_stats,61,0.57,0.34,0.10,13
Nawaf,bind_stats,54,0.37,0.09,0.06,8
Nawaf,breeze_stats,38,0.61,0.32,0.11,13
Nawaf,icebox_stats,162,0.78,0.19,0.07,23
Nawaf,lotus_stats,161,0.50,0.29,0.04,17
Nawaf,split_stats,43,0.86,0.23,0.23,19
Nawaf,sunset_stats,65,0.69,0.28,0.14,22
Doenmo,ascent_stats,24,0.67,0.21,0.25,16
Doenmo,bind_stats,18,1.22,0.28,0.22,22
Doenmo,lotus_stats,60,0.88,0.27,0.13,23
Doenmo,split_stats,91,0.76,0.23,0.11,21
BananaMan,ascent_stats,60,0.85,0.13,0.17,23
BananaMan,breeze_stats,33,0.61,0.18,0.06,12
BananaMan,icebox_stats,34,0.24,0.21,0.00,5
BananaMan,lotus_stats,39,0.92,0.13,0.13,20
BananaMan,sunset_stats,16,0.50,0.06,0.13,8
j1mmy,ascent_stats,20,0.65,0.40,0.05,13
j1mmy,lotus_stats,28,0.68,0.46,0.07,19
blobblob,ascent_stats,79,0.54,0.20,0.06,18
blobblob,bind_stats,24,0.50,0.38,0.04,12
blobblob,icebox_stats,33,0.30,0.36,0.03,6
blobblob,lotus_stats,20,0.80,0.30,0.05,16
litshii,ascent_stats,43,0.60,0.58,0.16,17
litshii,icebox_stats,21,0.57,0.29,0.00,12
litshii,lotus_stats,22,0.41,0.45,0.09,9
litshii,sunset_stats,17,0.29,0.24,0.06,5
Divine,ascent_stats,40,0.65,0.35,0.18,19
Divine,bind_stats,35,0.74,0.40,0.03,16
Divine,breeze_stats,85,0.59,0.38,0.06,16
Divine,icebox_stats,21,0.57,0.24,0.05,12
Divine,lotus_stats,41,0.41,0.63,0.02,10
Divine,sunset_stats,52,0.81,0.40,0.15,24
D4rf,ascent_stats,32,0.66,0.41,0.06,21
D4rf,bind_stats,21,0.29,0.19,0.14,6
D4rf,sunset_stats,20,0.95,0.25,0.10,19
yiinel,ascent_stats,66,0.48,0.32,0.06,12
yiinel,bind_stats,45,0.73,0.42,0.15,22
yiinel,breeze_stats,18,0.28,0.17,0.00,5
yiinel,icebox_stats,66,0.76,0.23,0.09,24
yiinel,lotus_stats,20,0.60,0.15,0.15,12
yiinel,split_stats,94,0.59,0.29,0.06,19
yiinel,sunset_stats,34,0.41,0.38,0.03,7
haltix,ascent_stats,24,0.42,0.46,0.00,10
haltix,breeze_stats,49,0.55,0.14,0.02,15
haltix,sunset_stats,49,0.59,0.53,0.08,17
ANXiOS,ascent_stats,26,0.42,0.46,0.08,11
ANXiOS,breeze_stats,19,0.63,0.16,0.05,12
ANXiOS,icebox_stats,71,0.63,0.15,0.07,24
ANXiOS,lotus_stats,43,0.56,0.14,0.05,16
ANXiOS,split_stats,63,0.59,0.27,0.11,15
ANXiOS,sunset_stats,47,0.62,0.34,0.17,18
Saikiwi,ascent_stats,34,0.65,0.24,0.12,12
Saikiwi,bind_stats,18,0.33,0.39,0.11,6
Saikiwi,split_stats,41,0.88,0.29,0.10,19
Saikiwi,sunset_stats,78,0.78,0.41,0.10,19
xelouz,ascent_stats,43,0.42,0.49,0.07,11
xelouz,bind_stats,26,0.88,0.42,0.00,23
xelouz,breeze_stats,59,0.56,0.29,0.03,17
xelouz,icebox_stats,23,0.78,0.87,0.04,18
xelouz,lotus_stats,152,0.63,0.49,0.03,19
xelouz,split_stats,117,0.64,0.40,0.02,15
xelouz,sunset_stats,92,0.63,0.38,0.05,17
Len,ascent_stats,43,0.51,0.23,0.09,14
Len,lotus_stats,20,0.30,0.15,0.00,6
Len,split_stats,19,0.32,0.68,0.00,6
runi,ascent_stats,53,0.51,0.28,0.04,21
runi,bind_stats,44,0.66,0.18,0.09,18
runi,icebox_stats,37,0.73,0.14,0.08,19
runi,lotus_stats,22,0.82,0.32,0.09,18
runi,sunset_stats,20,1.00,0.20,0.10,20
norsin,ascent_stats,18,0.72,0.06,0.17,13
norsin,icebox_stats,38,0.42,0.16,0.05,12
norsin,lotus_stats,26,0.58,0.04,0.00,15
BánhMj,ascent_stats,58,0.69,0.16,0.07,18
BánhMj,bind_stats,47,0.74,0.34,0.06,21
BánhMj,breeze_stats,16,1.00,0.50,0.06,16
BánhMj,icebox_stats,23,0.91,0.13,0.13,21
BánhMj,lotus_stats,18,0.94,0.17,0.00,17
BánhMj,sunset_stats,77,0.77,0.38,0.04,16
toffywoffy,ascent_stats,43,0.49,0.33,0.12,13
toffywoffy,icebox_stats,30,0.47,0.23,0.03,14
toffywoffy,lotus_stats,42,0.67,0.26,0.10,21
Moves,ascent_stats,66,0.50,0.33,0.09,13
Moves,breeze_stats,16,1.06,0.25,0.13,17
Moves,icebox_stats,59,0.47,0.29,0.05,11
Moves,lotus_stats,64,0.58,0.28,0.09,16
Moves,split_stats,109,0.73,0.35,0.12,19
Lingchuan,ascent_stats,23,0.57,0.17,0.00,13
Lingchuan,sunset_stats,16,0.13,0.44,0.00,2
Lami,ascent_stats,39,0.67,0.26,0.00,14
Lami,icebox_stats,14,0.71,0.36,0.00,10
Lami,split_stats,19,0.79,0.53,0.16,15
Lami,sunset_stats,17,0.41,0.41,0.00,7
SexyChristian,ascent_stats,60,0.43,0.45,0.07,11
SexyChristian,bind_stats,14,0.71,0.00,0.14,10
SexyChristian,breeze_stats,15,0.13,0.40,0.00,2
SexyChristian,icebox_stats,65,0.46,0.49,0.05,11
SexyChristian,lotus_stats,46,0.70,0.39,0.04,19
SexyChristian,split_stats,26,0.65,0.35,0.08,17
YAKUZA,ascent_stats,41,0.80,0.20,0.05,23
YAKUZA,icebox_stats,61,0.51,0.20,0.10,13
YAKUZA,lotus_stats,42,0.74,0.10,0.19,20
allthewayPat,ascent_stats,42,0.62,0.10,0.12,17
allthewayPat,sunset_stats,24,0.46,0.54,0.00,11
B3ASTM0D3,ascent_stats,39,0.62,0.28,0.03,13
B3ASTM0D3,bind_stats,63,0.54,0.17,0.02,13
B3ASTM0D3,breeze_stats,23,0.65,0.43,0.09,15
B3ASTM0D3,icebox_stats,24,0.54,0.25,0.04,13
B3ASTM0D3,lotus_stats,17,0.24,0.00,0.06,4
B3ASTM0D3,split_stats,68,0.62,0.22,0.06,18
B3ASTM0D3,sunset_stats,23,0.43,0.22,0.04,10
Tonbo,ascent_stats,49,0.61,0.18,0.08,21
Tonbo,bind_stats,14,1.07,0.29,0.29,15
Tonbo,breeze_stats,28,0.75,0.21,0.07,21
Tonbo,lotus_stats,20,0.85,0.45,0.05,17
Tonbo,split_stats,50,0.72,0.30,0.08,19
AMNESTY,ascent_stats,103,0.59,0.29,0.08,17
AMNESTY,icebox_stats,87,0.86,0.24,0.13,30
AMNESTY,lotus_stats,78,0.44,0.31,0.09,15
AMNESTY,split_stats,37,0.38,0.35,0.05,7
jcrueL,ascent_stats,22,0.59,0.05,0.05,13
jcrueL,breeze_stats,23,0.78,0.13,0.04,18
jcrueL,icebox_stats,19,0.37,0.11,0.05,7
dcey,ascent_stats,22,0.55,0.68,0.09,12
dcey,bind_stats,19,0.53,0.11,0.00,10
dcey,lotus_stats,26,0.62,0.15,0.04,16
Blahst,ascent_stats,66,0.50,0.55,0.05,14
Blahst,bind_stats,45,0.71,0.31,0.04,17
Blahst,breeze_stats,18,0.78,0.11,0.06,14
Blahst,icebox_stats,66,0.71,0.11,0.06,18
Blahst,lotus_stats,20,0.85,0.20,0.10,17
Blahst,split_stats,94,0.56,0.44,0.00,15
Blahst,sunset_stats,34,0.65,0.26,0.06,12
Reapy,ascent_stats,23,0.65,0.26,0.17,15
Reapy,breeze_stats,28,0.71,0.07,0.14,20
Reapy,icebox_stats,37,0.41,0.19,0.11,10
Reapy,split_stats,68,0.75,0.16,0.18,20
bobae,ascent_stats,24,0.58,0.46,0.13,14
bobae,bind_stats,19,1.11,0.11,0.16,21
bobae,sunset_stats,19,0.95,0.05,0.05,18
aimhunterr,ascent_stats,45,0.69,0.20,0.16,21
aimhunterr,bind_stats,65,0.80,0.12,0.17,22
aimhunterr,icebox_stats,99,0.71,0.23,0.14,28
aimhunterr,lotus_stats,38,0.37,0.13,0.11,8
aimhunterr,split_stats,17,0.76,0.06,0.12,13
aimhunterr,sunset_stats,66,0.68,0.23,0.09,26
Ebeeee,ascent_stats,45,0.62,0.42,0.04,16
Ebeeee,bind_stats,65,0.65,0.45,0.05,17
Ebeeee,icebox_stats,77,0.66,0.22,0.04,21
Ebeeee,lotus_stats,38,0.45,0.16,0.05,9
Ebeeee,split_stats,17,0.41,0.29,0.06,7
Ebeeee,sunset_stats,66,0.68,0.30,0.08,16
NAMI,ascent_stats,22,0.73,0.14,0.18,16
NAMI,bind_stats,23,1.04,0.26,0.09,24
NAMI,sunset_stats,17,0.35,0.12,0.12,6
scarn,ascent_stats,83,0.76,0.19,0.14,20
scarn,breeze_stats,19,0.63,0.11,0.16,12
scarn,icebox_stats,36,0.69,0.22,0.22,15
scarn,lotus_stats,48,0.69,0.23,0.13,21
scarn,split_stats,39,0.77,0.21,0.21,18
scarn,sunset_stats,43,0.88,0.19,0.16,22
yetujey,ascent_stats,20,0.40,0.20,0.10,8
yetujey,bind_stats,24,0.75,0.08,0.17,18
yetujey,breeze_stats,20,0.70,0.25,0.10,14
yetujey,icebox_stats,43,0.79,0.23,0.16,18
yetujey,lotus_stats,49,0.69,0.16,0.12,23
yetujey,split_stats,38,0.82,0.16,0.08,20
yetujey,sunset_stats,22,0.68,0.14,0.05,15
Hackstie,ascent_stats,44,0.48,0.61,0.02,12
Hackstie,bind_stats,18,0.28,0.28,0.06,5
Hackstie,breeze_stats,18,0.17,0.06,0.11,3
Hackstie,icebox_stats,46,0.57,0.22,0.07,15
LIEBE,ascent_stats,23,0.57,0.26,0.04,13
lil d,ascent_stats,16,0.56,0.56,0.00,9
lil d,icebox_stats,24,0.75,0.17,0.33,18
lil d,lotus_stats,24,1.04,0.08,0.17,25
lil d,split_stats,23,0.61,0.04,0.13,14
ryx,ascent_stats,18,0.61,0.44,0.11,11
ryx,icebox_stats,18,0.33,0.33,0.06,6
fame,ascent_stats,55,0.56,0.36,0.05,12
fame,bind_stats,21,0.57,0.19,0.05,12
fame,breeze_stats,14,0.21,0.07,0.00,3
fame,icebox_stats,19,0.26,0.37,0.00,5
fame,lotus_stats,18,0.33,0.11,0.06,6
fame,sunset_stats,54,0.48,0.26,0.04,12
Logan,ascent_stats,78,0.63,0.17,0.13,18
Logan,breeze_stats,41,0.90,0.07,0.22,22
Logan,icebox_stats,46,0.74,0.24,0.15,17
Logan,split_stats,39,0.67,0.36,0.08,15
Logan,sunset_stats,56,0.55,0.20,0.07,18
Kolosha,ascent_stats,24,0.63,0.29,0.08,15
Kolosha,breeze_stats,49,1.04,0.29,0.10,30
Kolosha,sunset_stats,49,0.76,0.14,0.06,26
saun,ascent_stats,44,0.59,0.39,0.07,15
saun,breeze_stats,45,0.58,0.22,0.13,16
saun,icebox_stats,24,0.67,0.08,0.21,16
saun,lotus_stats,41,0.80,0.32,0.12,20
Spartabang,ascent_stats,59,0.53,0.42,0.07,17
Spartabang,split_stats,44,0.61,0.36,0.00,15
Spartabang,sunset_stats,22,0.55,0.23,0.09,12
skillZ,ascent_stats,45,0.60,0.13,0.02,15
skillZ,bind_stats,71,0.58,0.54,0.03,19
skillZ,breeze_stats,28,0.61,0.07,0.00,17
skillZ,icebox_stats,64,0.75,0.13,0.06,26
skillZ,lotus_stats,40,0.65,0.30,0.08,17
skillZ,split_stats,44,0.80,0.27,0.14,26
CRIME,ascent_stats,44,0.68,0.16,0.23,17
CRIME,bind_stats,18,0.61,0.39,0.22,11
CRIME,breeze_stats,18,0.89,0.06,0.22,16
CRIME,icebox_stats,46,0.93,0.22,0.13,27
purp0,ascent_stats,24,0.67,0.00,0.13,16
purp0,bind_stats,18,0.72,0.28,0.17,13
purp0,breeze_stats,35,0.57,0.09,0.09,15
purp0,icebox_stats,20,0.50,0.00,0.15,10
purp0,lotus_stats,30,0.63,0.27,0.17,19
purp0,split_stats,44,0.82,0.20,0.18,22
purp0,sunset_stats,22,0.86,0.36,0.32,19
vaiZ,ascent_stats,24,0.54,0.46,0.13,13
vaiZ,lotus_stats,20,0.55,0.20,0.05,11
Aqua,ascent_stats,43,0.65,0.35,0.07,15
Aqua,icebox_stats,21,0.62,0.24,0.10,13
Aqua,lotus_stats,22,0.59,0.45,0.05,13
Aqua,sunset_stats,17,0.41,0.35,0.06,7
Paradox,ascent_stats,45,0.69,0.36,0.07,21
Paradox,bind_stats,71,0.65,0.18,0.14,21
Paradox,breeze_stats,28,0.89,0.54,0.07,25
Paradox,icebox_stats,64,0.78,0.19,0.05,22
Paradox,lotus_stats,40,0.78,0.10,0.18,17
Paradox,split_stats,44,0.84,0.14,0.11,22
iBrocky,ascent_stats,39,0.51,0.36,0.10,12
iBrocky,bind_stats,22,0.50,0.27,0.05,11
iBrocky,lotus_stats,42,0.71,0.36,0.02,15
iBrocky,split_stats,52,0.48,0.15,0.00,15
iBrocky,sunset_stats,47,0.72,0.19,0.09,20
Yotaa,ascent_stats,68,0.68,0.13,0.16,23
Yotaa,bind_stats,38,0.76,0.05,0.11,24
Yotaa,breeze_stats,23,0.83,0.09,0.13,19
Yotaa,lotus_stats,67,0.81,0.16,0.09,21
Yotaa,split_stats,26,0.96,0.23,0.12,25
Yotaa,sunset_stats,18,0.44,0.11,0.22,8
mindfreak,ascent_stats,69,0.54,0.20,0.01,13
mindfreak,bind_stats,90,0.63,0.33,0.04,18
mindfreak,icebox_stats,46,0.54,0.39,0.04,15
mindfreak,lotus_stats,137,0.66,0.34,0.03,26
mindfreak,split_stats,81,0.54,0.30,0.02,17
mindfreak,sunset_stats,102,0.76,0.15,0.06,21
tomaszy,ascent_stats,54,0.63,0.22,0.06,19
tomaszy,bind_stats,87,0.57,0.23,0.05,17
tomaszy,breeze_stats,37,0.62,0.19,0.05,12
tomaszy,icebox_stats,60,0.63,0.28,0.07,16
tomaszy,lotus_stats,130,0.63,0.30,0.08,26
tomaszy,split_stats,98,0.61,0.44,0.05,18
tomaszy,sunset_stats,102,0.83,0.28,0.14,26
benjii,ascent_stats,104,0.65,0.22,0.10,19
benjii,bind_stats,23,0.70,0.48,0.13,16
benjii,breeze_stats,16,1.00,0.25,0.06,16
benjii,icebox_stats,24,0.50,0.17,0.08,12
benjii,lotus_stats,86,0.77,0.12,0.07,19
benjii,split_stats,42,0.43,0.24,0.10,11
renz,ascent_stats,22,0.41,0.18,0.00,9
renz,icebox_stats,47,0.72,0.13,0.11,21
renz,split_stats,44,0.73,0.23,0.09,18
starxo,ascent_stats,20,0.50,0.50,0.05,10
starxo,bind_stats,44,0.61,0.39,0.11,14
starxo,breeze_stats,36,0.53,0.28,0.14,13
starxo,icebox_stats,33,0.48,0.33,0.06,10
starxo,split_stats,22,0.36,0.14,0.14,8
starxo,sunset_stats,39,0.56,0.28,0.05,12
Kachow,ascent_stats,43,0.58,0.53,0.02,13
Kachow,icebox_stats,30,0.93,0.20,0.23,28
Kachow,lotus_stats,42,0.71,0.21,0.07,16
Naifma7,ascent_stats,24,0.46,0.33,0.08,11
Naifma7,breeze_stats,70,0.41,0.19,0.03,12
Naifma7,icebox_stats,40,0.70,0.13,0.10,23
Naifma7,lotus_stats,61,0.61,0.25,0.10,17
Naifma7,split_stats,87,0.55,0.17,0.08,18
Naifma7,sunset_stats,35,0.57,0.23,0.09,10
chrollo,ascent_stats,81,0.58,0.31,0.10,20
chrollo,bind_stats,39,0.44,0.36,0.08,10
chrollo,breeze_stats,17,0.53,0.24,0.06,9
chrollo,icebox_stats,43,0.63,0.28,0.07,14
chrollo,lotus_stats,35,0.49,0.11,0.06,12
chrollo,split_stats,124,0.56,0.27,0.05,16
chrollo,sunset_stats,14,0.36,0.36,0.00,5
Patrui,ascent_stats,19,0.63,0.16,0.11,12
Patrui,bind_stats,22,0.64,0.27,0.05,14
Patrui,icebox_stats,49,0.71,0.31,0.02,19
Patrui,lotus_stats,22,0.59,0.36,0.09,13
skz,ascent_stats,45,0.56,0.42,0.09,18
skz,bind_stats,42,0.74,0.21,0.07,17
skz,breeze_stats,60,0.65,0.35,0.13,19
skz,icebox_stats,49,0.61,0.37,0.04,16
skz,lotus_stats,92,0.66,0.25,0.09,17
skz,split_stats,40,0.35,0.48,0.05,11
skz,sunset_stats,83,0.86,0.42,0.11,20
hypathor,ascent_stats,57,0.49,0.32,0.04,13
hypathor,bind_stats,66,0.65,0.38,0.08,19
hypathor,breeze_stats,23,0.39,0.39,0.09,9
hypathor,lotus_stats,114,0.61,0.38,0.08,22
hypathor,split_stats,20,0.45,0.45,0.05,9
hypathor,sunset_stats,62,0.50,0.24,0.08,16
Momiji,ascent_stats,18,0.61,0.17,0.11,11
Momiji,bind_stats,14,0.64,0.29,0.00,9
Momiji,icebox_stats,40,0.73,0.25,0.10,18
Momiji,split_stats,67,0.96,0.24,0.15,25
Momiji,sunset_stats,23,0.35,0.43,0.04,8
anotherrr,ascent_stats,24,0.75,0.13,0.17,18
anotherrr,bind_stats,21,0.67,0.10,0.19,14
anotherrr,lotus_stats,24,0.96,0.08,0.13,23
anotherrr,split_stats,20,1.40,0.10,0.35,28
anotherrr,sunset_stats,19,0.63,0.05,0.16,12
cacan,ascent_stats,19,0.58,0.11,0.05,11
cacan,bind_stats,22,0.82,0.18,0.18,18
cacan,icebox_stats,49,0.63,0.14,0.14,19
cacan,lotus_stats,22,0.77,0.05,0.05,17
Ellie,ascent_stats,19,0.63,0.26,0.05,12
Ellie,bind_stats,42,0.57,0.19,0.05,13
Ellie,icebox_stats,20,0.85,0.10,0.15,17
Ellie,lotus_stats,50,0.56,0.50,0.00,20
Ellie,split_stats,17,0.59,0.12,0.06,10
cauanzin,ascent_stats,63,0.57,0.29,0.10,18
cauanzin,bind_stats,45,0.71,0.29,0.13,16
cauanzin,breeze_stats,68,0.66,0.35,0.04,19
cauanzin,icebox_stats,106,0.72,0.28,0.10,18
cauanzin,lotus_stats,39,0.72,0.21,0.21,14
cauanzin,split_stats,54,0.67,0.31,0.09,18
cauanzin,sunset_stats,118,0.79,0.31,0.08,22
ray4c,ascent_stats,45,0.71,0.11,0.07,22
ray4c,bind_stats,56,0.45,0.14,0.05,16
ray4c,icebox_stats,19,0.68,0.21,0.05,13
ray4c,lotus_stats,108,0.93,0.25,0.16,25
ray4c,split_stats,62,0.68,0.26,0.18,21
ray4c,sunset_stats,85,0.76,0.22,0.15,26
Whimp,ascent_stats,22,0.59,0.36,0.00,13
Whimp,breeze_stats,32,0.63,0.03,0.03,13
Whimp,lotus_stats,43,0.44,0.33,0.02,10
Whimp,split_stats,18,0.44,0.61,0.00,8
ceNder,ascent_stats,48,0.52,0.25,0.08,13
ceNder,bind_stats,22,0.64,0.32,0.09,14
ceNder,breeze_stats,41,0.76,0.27,0.05,17
ceNder,icebox_stats,62,0.71,0.32,0.06,20
ceNder,lotus_stats,17,0.12,0.24,0.00,2
ceNder,sunset_stats,107,0.60,0.30,0.10,15
shelbyN,ascent_stats,86,0.52,0.29,0.03,15
shelbyN,bind_stats,43,0.95,0.21,0.05,23
shelbyN,breeze_stats,91,0.54,0.26,0.04,16
shelbyN,icebox_stats,58,0.74,0.12,0.05,24
shelbyN,lotus_stats,131,0.70,0.23,0.10,19
shelbyN,split_stats,70,0.69,0.21,0.10,16
shelbyN,sunset_stats,106,0.68,0.12,0.08,17
Dogo,ascent_stats,65,0.55,0.12,0.08,16
Dogo,bind_stats,26,0.65,0.23,0.04,17
Dogo,breeze_stats,23,0.83,0.26,0.04,19
Dogo,icebox_stats,66,0.70,0.21,0.03,16
Dogo,split_stats,19,0.42,0.16,0.00,8
Frosty,ascent_stats,18,0.61,0.06,0.06,11
Frosty,breeze_stats,20,0.70,0.10,0.05,14
Xan,ascent_stats,40,0.68,0.13,0.15,18
Xan,bind_stats,35,1.03,0.26,0.11,22
Xan,breeze_stats,85,0.66,0.24,0.15,18
Xan,icebox_stats,21,0.76,0.24,0.10,16
Xan,lotus_stats,41,0.90,0.22,0.12,21
Xan,sunset_stats,52,0.67,0.15,0.15,23
zekei,ascent_stats,55,0.49,0.44,0.07,17
zekei,lotus_stats,24,0.71,0.29,0.04,17
zekei,split_stats,16,0.44,0.06,0.00,7
BALLI,ascent_stats,22,0.73,0.09,0.36,16
BALLI,lotus_stats,19,0.84,0.21,0.16,16
Thykuza,ascent_stats,43,0.72,0.19,0.19,18
Thykuza,icebox_stats,49,0.76,0.10,0.22,22
Thykuza,lotus_stats,79,0.84,0.14,0.20,23
Thykuza,split_stats,17,0.71,0.24,0.24,12
Thykuza,sunset_stats,50,0.74,0.28,0.20,19
weber,ascent_stats,87,0.59,0.34,0.07,20
weber,bind_stats,19,0.53,0.11,0.05,10
weber,breeze_stats,30,0.83,0.17,0.23,25
weber,icebox_stats,48,0.56,0.23,0.06,14
weber,lotus_stats,18,0.39,0.11,0.00,7
weber,split_stats,44,0.77,0.32,0.07,18
waleed,ascent_stats,56,0.57,0.48,0.04,13
waleed,icebox_stats,67,0.84,0.33,0.04,23
waleed,lotus_stats,50,0.66,0.28,0.02,18
waleed,split_stats,86,0.65,0.22,0.06,16
waleed,sunset_stats,88,0.59,0.47,0.03,16
Rayzey,ascent_stats,53,0.49,0.53,0.06,12
Rayzey,bind_stats,16,0.38,0.81,0.00,6
Rayzey,breeze_stats,51,0.37,0.33,0.08,11
Rayzey,icebox_stats,28,0.43,0.39,0.07,12
Rayzey,lotus_stats,85,0.45,0.38,0.02,16
Rayzey,split_stats,26,0.58,0.31,0.12,15
Rayzey,sunset_stats,20,0.85,0.40,0.05,17
Jolpi,ascent_stats,24,0.63,0.42,0.13,15
Jolpi,bind_stats,22,0.59,0.23,0.05,13
Killua,ascent_stats,46,0.63,0.15,0.09,16
Killua,bind_stats,47,0.49,0.28,0.04,12
Killua,breeze_stats,30,0.87,0.13,0.13,26
Killua,icebox_stats,70,0.84,0.23,0.07,27
Killua,lotus_stats,64,0.61,0.13,0.14,17
Killua,split_stats,69,0.67,0.17,0.10,23
thebigfiz,ascent_stats,60,0.65,0.12,0.03,17
thebigfiz,bind_stats,16,0.31,0.06,0.00,5
thebigfiz,breeze_stats,20,0.55,0.30,0.00,11
thebigfiz,icebox_stats,21,0.62,0.48,0.14,13
thebigfiz,lotus_stats,65,0.80,0.20,0.05,29
thebigfiz,split_stats,28,0.96,0.36,0.04,27
thebigfiz,sunset_stats,19,0.68,0.21,0.11,13
Sa1koro,ascent_stats,24,0.58,0.17,0.13,14
Sa1koro,icebox_stats,43,0.56,0.19,0.09,12
Sa1koro,lotus_stats,64,0.52,0.47,0.05,14
Sa1koro,sunset_stats,46,0.85,0.13,0.07,27
vascalizz,ascent_stats,20,0.85,0.20,0.25,17
vascalizz,bind_stats,45,0.76,0.29,0.07,21
vascalizz,breeze_stats,53,0.60,0.23,0.09,19
vascalizz,icebox_stats,51,0.80,0.29,0.04,23
vascalizz,lotus_stats,133,0.59,0.42,0.06,17
vascalizz,split_stats,63,0.62,0.24,0.06,19
vascalizz,sunset_stats,20,0.35,0.25,0.00,7
Rco,ascent_stats,16,0.69,0.00,0.13,11
Rco,bind_stats,22,0.82,0.05,0.23,18
Rco,split_stats,47,0.60,0.23,0.11,18
siraphop,ascent_stats,32,0.63,0.22,0.06,20
siraphop,bind_stats,21,0.86,0.19,0.05,18
siraphop,sunset_stats,20,0.40,0.55,0.05,8
pollo,ascent_stats,66,0.59,0.18,0.06,15
pollo,bind_stats,44,0.80,0.25,0.09,18
pollo,icebox_stats,44,0.93,0.05,0.25,23
pollo,lotus_stats,67,0.93,0.28,0.10,24
pollo,sunset_stats,41,0.49,0.32,0.15,14
Conch,ascent_stats,42,0.67,0.21,0.07,15
Conch,lotus_stats,39,0.72,0.10,0.13,18
Conch,split_stats,56,0.75,0.07,0.14,19
Conch,sunset_stats,54,0.67,0.06,0.11,18
cgrs,ascent_stats,46,0.63,0.15,0.04,19
cgrs,bind_stats,47,0.85,0.17,0.09,25
cgrs,breeze_stats,30,0.93,0.30,0.10,28
cgrs,icebox_stats,70,0.77,0.14,0.01,21
cgrs,lotus_stats,64,0.78,0.25,0.02,25
cgrs,split_stats,69,0.55,0.22,0.06,16
luckyMrJ,ascent_stats,26,0.54,0.08,0.12,14
luckyMrJ,breeze_stats,19,0.16,0.11,0.00,3
